PDB,plddt,6ln2_tmscore,6x18_tmscore,seq_count
af_cluster_compar/GLP1R/msas/GLP1R_137_unrelaxed_rank_004_alphafold2_ptm_model_5_seed_001.pdb,48.186556962025314,0.53781,0.52414,18
af_cluster_compar/GLP1R/msas/GLP1R_113_unrelaxed_rank_003_alphafold2_ptm_model_1_seed_001.pdb,47.25635443037975,0.71443,0.71498,4
af_cluster_compar/GLP1R/msas/GLP1R_004_unrelaxed_rank_004_alphafold2_ptm_model_1_seed_001.pdb,44.378987341772174,0.45034,0.45029,20
af_cluster_compar/GLP1R/msas/GLP1R_102_unrelaxed_rank_004_alphafold2_ptm_model_3_seed_001.pdb,37.8259240506329,0.46904,0.46942,4
af_cluster_compar/GLP1R/msas/GLP1R_109_unrelaxed_rank_005_alphafold2_ptm_model_3_seed_001.pdb,39.806886075949386,0.43754,0.40683,5
af_cluster_compar/GLP1R/msas/GLP1R_082_unrelaxed_rank_003_alphafold2_ptm_model_3_seed_001.pdb,44.31534177215192,0.59443,0.54303,4
af_cluster_compar/GLP1R/msas/GLP1R_059_unrelaxed_rank_005_alphafold2_ptm_model_2_seed_001.pdb,46.5915949367089,0.56557,0.58102,8
af_cluster_compar/GLP1R/msas/GLP1R_015_unrelaxed_rank_004_alphafold2_ptm_model_1_seed_001.pdb,39.88782278481014,0.4026,0.39335,6
af_cluster_compar/GLP1R/msas/GLP1R_108_unrelaxed_rank_003_alphafold2_ptm_model_5_seed_001.pdb,52.100987341772225,0.74063,0.77119,13
af_cluster_compar/GLP1R/msas/GLP1R_002_unrelaxed_rank_004_alphafold2_ptm_model_1_seed_001.pdb,60.10721518987339,0.36777,0.33023,92
af_cluster_compar/GLP1R/msas/GLP1R_128_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_001.pdb,55.43356962025318,0.69976,0.75777,12
af_cluster_compar/GLP1R/msas/GLP1R_047_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_001.pdb,55.0186075949367,0.53552,0.52682,16
af_cluster_compar/GLP1R/msas/GLP1R_093_unrelaxed_rank_005_alphafold2_ptm_model_4_seed_001.pdb,39.96012658227851,0.35548,0.34858,4
af_cluster_compar/GLP1R/msas/GLP1R_092_unrelaxed_rank_004_alphafold2_ptm_model_1_seed_001.pdb,54.37650632911393,0.36726,0.33864,31
af_cluster_compar/GLP1R/msas/GLP1R_012_unrelaxed_rank_004_alphafold2_ptm_model_3_seed_001.pdb,39.74802531645572,0.36447,0.355,8
af_cluster_compar/GLP1R/msas/GLP1R_127_unrelaxed_rank_004_alphafold2_ptm_model_3_seed_001.pdb,40.88258227848098,0.51516,0.49057,4
af_cluster_compar/GLP1R/msas/GLP1R_147_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_001.pdb,46.940911392405084,0.5442,0.48857,5
af_cluster_compar/GLP1R/msas/GLP1R_063_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_001.pdb,39.042329113924076,0.46253,0.41897,5
af_cluster_compar/GLP1R/msas/GLP1R_109_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_001.pdb,47.339797468354405,0.36502,0.32032,5
af_cluster_compar/GLP1R/msas/GLP1R_084_unrelaxed_rank_003_alphafold2_ptm_model_5_seed_001.pdb,42.00374683544305,0.57157,0.54635,5
af_cluster_compar/GLP1R/msas/GLP1R_099_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_001.pdb,41.92427848101268,0.53228,0.46383,5
af_cluster_compar/GLP1R/msas/GLP1R_116_unrelaxed_rank_005_alphafold2_ptm_model_4_seed_001.pdb,36.81488607594937,0.26243,0.31171,4
af_cluster_compar/GLP1R/msas/GLP1R_087_unrelaxed_rank_005_alphafold2_ptm_model_3_seed_001.pdb,36.6315443037975,0.27785,0.28163,4
af_cluster_compar/GLP1R/msas/GLP1R_040_unrelaxed_rank_003_alphafold2_ptm_model_2_seed_001.pdb,42.41929113924049,0.39514,0.38372,9
af_cluster_compar/GLP1R/msas/GLP1R_117_unrelaxed_rank_005_alphafold2_ptm_model_3_seed_001.pdb,40.31364556962029,0.45831,0.43334,4
af_cluster_compar/GLP1R/msas/GLP1R_034_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_001.pdb,70.82202531645561,0.64827,0.6576,85
af_cluster_compar/GLP1R/msas/GLP1R_070_unrelaxed_rank_003_alphafold2_ptm_model_1_seed_001.pdb,35.68172151898736,0.58932,0.59975,4
af_cluster_compar/GLP1R/msas/GLP1R_097_unrelaxed_rank_005_alphafold2_ptm_model_1_seed_001.pdb,40.96235443037972,0.42745,0.36863,9
af_cluster_compar/GLP1R/msas/GLP1R_112_unrelaxed_rank_004_alphafold2_ptm_model_1_seed_001.pdb,45.764101265822774,0.41265,0.40607,12
af_cluster_compar/GLP1R/msas/GLP1R_133_unrelaxed_rank_004_alphafold2_ptm_model_3_seed_001.pdb,42.772050632911366,0.53713,0.51095,5
af_cluster_compar/GLP1R/msas/GLP1R_055_unrelaxed_rank_002_alphafold2_ptm_model_3_seed_001.pdb,45.39063291139242,0.46773,0.47594,4
af_cluster_compar/GLP1R/msas/GLP1R_122_unrelaxed_rank_004_alphafold2_ptm_model_2_seed_001.pdb,54.97437974683542,0.56499,0.57403,39
af_cluster_compar/GLP1R/msas/GLP1R_047_unrelaxed_rank_005_alphafold2_ptm_model_2_seed_001.pdb,49.62721518987342,0.54975,0.51579,16
af_cluster_compar/GLP1R/msas/GLP1R_103_unrelaxed_rank_003_alphafold2_ptm_model_1_seed_001.pdb,34.37784810126583,0.3021,0.32875,4
af_cluster_compar/GLP1R/msas/GLP1R_065_unrelaxed_rank_003_alphafold2_ptm_model_2_seed_001.pdb,41.370886075949365,0.48016,0.5522,5
af_cluster_compar/GLP1R/msas/GLP1R_132_unrelaxed_rank_004_alphafold2_ptm_model_5_seed_001.pdb,45.84164556962028,0.54208,0.56747,8
af_cluster_compar/GLP1R/msas/GLP1R_044_unrelaxed_rank_002_alphafold2_ptm_model_4_seed_001.pdb,40.354329113924045,0.40962,0.35056,4
af_cluster_compar/GLP1R/msas/GLP1R_022_unrelaxed_rank_003_alphafold2_ptm_model_2_seed_001.pdb,53.522683544303824,0.35705,0.36055,21
af_cluster_compar/GLP1R/msas/GLP1R_119_unrelaxed_rank_003_alphafold2_ptm_model_3_seed_001.pdb,45.564683544303776,0.64385,0.66851,6
af_cluster_compar/GLP1R/msas/GLP1R_082_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_001.pdb,47.323797468354414,0.61859,0.58601,4
af_cluster_compar/GLP1R/msas/GLP1R_086_unrelaxed_rank_003_alphafold2_ptm_model_1_seed_001.pdb,68.14741772151895,0.72902,0.73703,90
af_cluster_compar/GLP1R/msas/GLP1R_015_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_001.pdb,43.93151898734178,0.50353,0.45955,6
af_cluster_compar/GLP1R/msas/GLP1R_138_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_001.pdb,40.39192405063289,0.42084,0.41252,4
af_cluster_compar/GLP1R/msas/GLP1R_079_unrelaxed_rank_004_alphafold2_ptm_model_3_seed_001.pdb,52.45473417721519,0.69136,0.70671,5
af_cluster_compar/GLP1R/msas/GLP1R_083_unrelaxed_rank_003_alphafold2_ptm_model_4_seed_001.pdb,43.037443037974676,0.53101,0.55336,4
af_cluster_compar/GLP1R/msas/GLP1R_008_unrelaxed_rank_002_alphafold2_ptm_model_5_seed_001.pdb,38.26268354430379,0.46412,0.4361,4
af_cluster_compar/GLP1R/msas/GLP1R_111_unrelaxed_rank_004_alphafold2_ptm_model_4_seed_001.pdb,37.2188860759494,0.39269,0.42377,4
af_cluster_compar/GLP1R/msas/GLP1R_072_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_001.pdb,49.28146835443041,0.58961,0.61441,4
af_cluster_compar/GLP1R/msas/GLP1R_067_unrelaxed_rank_002_alphafold2_ptm_model_1_seed_001.pdb,38.475443037974664,0.50021,0.51344,4
af_cluster_compar/GLP1R/msas/GLP1R_022_unrelaxed_rank_002_alphafold2_ptm_model_3_seed_001.pdb,54.522962025316495,0.61903,0.60975,21
af_cluster_compar/GLP1R/msas/GLP1R_143_unrelaxed_rank_004_alphafold2_ptm_model_4_seed_001.pdb,41.71481012658229,0.37286,0.40468,7
af_cluster_compar/GLP1R/msas/GLP1R_146_unrelaxed_rank_003_alphafold2_ptm_model_4_seed_001.pdb,44.259620253164535,0.53819,0.47026,4
af_cluster_compar/GLP1R/msas/GLP1R_138_unrelaxed_rank_002_alphafold2_ptm_model_4_seed_001.pdb,40.12172151898732,0.30536,0.33042,4
af_cluster_compar/GLP1R/msas/GLP1R_052_unrelaxed_rank_002_alphafold2_ptm_model_3_seed_001.pdb,64.85291139240512,0.70758,0.78636,21
af_cluster_compar/GLP1R/msas/GLP1R_053_unrelaxed_rank_005_alphafold2_ptm_model_5_seed_001.pdb,56.5314936708861,0.65001,0.69233,23
af_cluster_compar/GLP1R/msas/GLP1R_027_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_001.pdb,44.63045569620249,0.43493,0.4352,5
af_cluster_compar/GLP1R/msas/GLP1R_035_unrelaxed_rank_005_alphafold2_ptm_model_3_seed_001.pdb,36.272126582278496,0.38673,0.41195,4
af_cluster_compar/GLP1R/msas/GLP1R_035_unrelaxed_rank_003_alphafold2_ptm_model_4_seed_001.pdb,40.69255696202528,0.42791,0.43509,4
af_cluster_compar/GLP1R/msas/GLP1R_083_unrelaxed_rank_004_alphafold2_ptm_model_2_seed_001.pdb,41.739113924050656,0.45581,0.45999,4
af_cluster_compar/GLP1R/msas/GLP1R_105_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_001.pdb,43.214936708860755,0.63438,0.62488,7
af_cluster_compar/GLP1R/msas/GLP1R_037_unrelaxed_rank_002_alphafold2_ptm_model_4_seed_001.pdb,66.01237974683538,0.49547,0.52847,79
af_cluster_compar/GLP1R/msas/GLP1R_029_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_001.pdb,44.72802531645569,0.65223,0.62929,10
af_cluster_compar/GLP1R/msas/GLP1R_075_unrelaxed_rank_004_alphafold2_ptm_model_3_seed_001.pdb,39.418506329113896,0.50733,0.46171,4
af_cluster_compar/GLP1R/msas/GLP1R_093_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_001.pdb,45.677443037974676,0.6187,0.57498,4
af_cluster_compar/GLP1R/msas/GLP1R_118_unrelaxed_rank_003_alphafold2_ptm_model_4_seed_001.pdb,41.84389873417722,0.34242,0.34438,4
af_cluster_compar/GLP1R/msas/GLP1R_066_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_001.pdb,59.69367088607593,0.73946,0.78156,9
af_cluster_compar/GLP1R/msas/GLP1R_100_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_001.pdb,44.859215189873424,0.53142,0.52714,7
af_cluster_compar/GLP1R/msas/GLP1R_062_unrelaxed_rank_002_alphafold2_ptm_model_1_seed_001.pdb,60.54453164556962,0.72341,0.78368,28
af_cluster_compar/GLP1R/msas/GLP1R_140_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_001.pdb,57.12511392405066,0.78439,0.76317,10
af_cluster_compar/GLP1R/msas/GLP1R_110_unrelaxed_rank_004_alphafold2_ptm_model_2_seed_001.pdb,43.47073417721518,0.45816,0.53544,6
af_cluster_compar/GLP1R/msas/GLP1R_071_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_001.pdb,44.682911392405046,0.43351,0.43131,5
af_cluster_compar/GLP1R/msas/GLP1R_036_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_001.pdb,37.61655696202535,0.47486,0.47956,7
af_cluster_compar/GLP1R/msas/GLP1R_003_unrelaxed_rank_005_alphafold2_ptm_model_2_seed_001.pdb,47.99726582278481,0.37025,0.33358,32
af_cluster_compar/GLP1R/msas/GLP1R_117_unrelaxed_rank_003_alphafold2_ptm_model_4_seed_001.pdb,41.25235443037974,0.49722,0.44431,4
af_cluster_compar/GLP1R/msas/GLP1R_123_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_001.pdb,52.139670886075955,0.54095,0.55474,17
af_cluster_compar/GLP1R/msas/GLP1R_012_unrelaxed_rank_003_alphafold2_ptm_model_1_seed_001.pdb,39.835873417721544,0.43373,0.46666,8
af_cluster_compar/GLP1R/msas/GLP1R_141_unrelaxed_rank_004_alphafold2_ptm_model_2_seed_001.pdb,48.18237974683544,0.61957,0.62514,9
af_cluster_compar/GLP1R/msas/GLP1R_122_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_001.pdb,59.159417721518956,0.66876,0.6519,39
af_cluster_compar/GLP1R/msas/GLP1R_026_unrelaxed_rank_002_alphafold2_ptm_model_5_seed_001.pdb,52.659341772151876,0.70282,0.72623,9
af_cluster_compar/GLP1R/msas/GLP1R_092_unrelaxed_rank_002_alphafold2_ptm_model_3_seed_001.pdb,58.66435443037979,0.53229,0.53424,31
af_cluster_compar/GLP1R/msas/GLP1R_109_unrelaxed_rank_002_alphafold2_ptm_model_4_seed_001.pdb,43.41911392405062,0.34616,0.30164,5
af_cluster_compar/GLP1R/msas/GLP1R_032_unrelaxed_rank_003_alphafold2_ptm_model_5_seed_001.pdb,41.680405063291126,0.46438,0.42344,4
af_cluster_compar/GLP1R/msas/GLP1R_039_unrelaxed_rank_005_alphafold2_ptm_model_2_seed_001.pdb,58.60237974683543,0.6568,0.69289,39
af_cluster_compar/GLP1R/msas/GLP1R_010_unrelaxed_rank_002_alphafold2_ptm_model_3_seed_001.pdb,55.115012658227855,0.71621,0.71893,36
af_cluster_compar/GLP1R/msas/GLP1R_150_unrelaxed_rank_005_alphafold2_ptm_model_5_seed_001.pdb,41.661848101265825,0.40815,0.44899,4
af_cluster_compar/GLP1R/msas/GLP1R_063_unrelaxed_rank_004_alphafold2_ptm_model_4_seed_001.pdb,36.723797468354476,0.42403,0.41445,5
af_cluster_compar/GLP1R/msas/GLP1R_070_unrelaxed_rank_004_alphafold2_ptm_model_3_seed_001.pdb,34.78265822784808,0.40714,0.3692,4
af_cluster_compar/GLP1R/msas/GLP1R_034_unrelaxed_rank_005_alphafold2_ptm_model_2_seed_001.pdb,60.555468354430396,0.58441,0.5926,85
af_cluster_compar/GLP1R/msas/GLP1R_078_unrelaxed_rank_004_alphafold2_ptm_model_5_seed_001.pdb,57.70435443037976,0.71253,0.73429,12
af_cluster_compar/GLP1R/msas/GLP1R_118_unrelaxed_rank_002_alphafold2_ptm_model_1_seed_001.pdb,42.20382278481011,0.57494,0.56118,4
af_cluster_compar/GLP1R/msas/GLP1R_085_unrelaxed_rank_003_alphafold2_ptm_model_2_seed_001.pdb,71.40339240506327,0.73656,0.75958,119
af_cluster_compar/GLP1R/msas/GLP1R_041_unrelaxed_rank_003_alphafold2_ptm_model_4_seed_001.pdb,46.269696202531634,0.40724,0.4192,10
af_cluster_compar/GLP1R/msas/GLP1R_124_unrelaxed_rank_004_alphafold2_ptm_model_5_seed_001.pdb,44.8065569620253,0.57001,0.52373,10
af_cluster_compar/GLP1R/msas/GLP1R_137_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_001.pdb,50.9458987341772,0.65885,0.64589,18
af_cluster_compar/GLP1R/msas/GLP1R_048_unrelaxed_rank_004_alphafold2_ptm_model_2_seed_001.pdb,48.04941772151895,0.41227,0.4588,6
af_cluster_compar/GLP1R/msas/GLP1R_145_unrelaxed_rank_005_alphafold2_ptm_model_5_seed_001.pdb,44.51268354430382,0.48734,0.47869,19
af_cluster_compar/GLP1R/msas/GLP1R_143_unrelaxed_rank_003_alphafold2_ptm_model_2_seed_001.pdb,44.92022784810127,0.38805,0.39655,7
af_cluster_compar/GLP1R/msas/GLP1R_012_unrelaxed_rank_002_alphafold2_ptm_model_4_seed_001.pdb,43.13837974683547,0.43004,0.40719,8
af_cluster_compar/GLP1R/msas/GLP1R_013_unrelaxed_rank_004_alphafold2_ptm_model_5_seed_001.pdb,37.60379746835443,0.35354,0.37898,4
af_cluster_compar/GLP1R/msas/GLP1R_043_unrelaxed_rank_003_alphafold2_ptm_model_3_seed_001.pdb,56.193974683544354,0.47661,0.54952,83
af_cluster_compar/GLP1R/msas/GLP1R_149_unrelaxed_rank_005_alphafold2_ptm_model_5_seed_001.pdb,42.22888607594938,0.51239,0.49384,4
af_cluster_compar/GLP1R/msas/GLP1R_057_unrelaxed_rank_005_alphafold2_ptm_model_2_seed_001.pdb,64.82941772151895,0.59943,0.6633,148
af_cluster_compar/GLP1R/msas/GLP1R_112_unrelaxed_rank_003_alphafold2_ptm_model_5_seed_001.pdb,46.63526582278481,0.41829,0.43369,12
af_cluster_compar/GLP1R/msas/GLP1R_062_unrelaxed_rank_004_alphafold2_ptm_model_2_seed_001.pdb,57.190379746835426,0.7025,0.76406,28
af_cluster_compar/GLP1R/msas/GLP1R_149_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_001.pdb,45.592227848101246,0.59113,0.57162,4
af_cluster_compar/GLP1R/msas/GLP1R_002_unrelaxed_rank_005_alphafold2_ptm_model_4_seed_001.pdb,57.215240506329124,0.36465,0.4059,92
af_cluster_compar/GLP1R/msas/GLP1R_055_unrelaxed_rank_004_alphafold2_ptm_model_1_seed_001.pdb,43.68331645569622,0.4557,0.46148,4
af_cluster_compar/GLP1R/msas/GLP1R_020_unrelaxed_rank_003_alphafold2_ptm_model_3_seed_001.pdb,50.400075949367086,0.42587,0.42884,10
af_cluster_compar/GLP1R/msas/GLP1R_131_unrelaxed_rank_004_alphafold2_ptm_model_4_seed_001.pdb,39.38283544303798,0.31711,0.33101,4
af_cluster_compar/GLP1R/msas/GLP1R_096_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_001.pdb,42.7059746835443,0.46546,0.4694,5
af_cluster_compar/GLP1R/msas/GLP1R_041_unrelaxed_rank_005_alphafold2_ptm_model_5_seed_001.pdb,42.80792405063291,0.4064,0.40779,10
af_cluster_compar/GLP1R/msas/GLP1R_081_unrelaxed_rank_002_alphafold2_ptm_model_1_seed_001.pdb,48.15688607594938,0.6341,0.61516,5
af_cluster_compar/GLP1R/msas/GLP1R_056_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_001.pdb,43.5012911392405,0.41114,0.39653,7
af_cluster_compar/GLP1R/msas/GLP1R_001_unrelaxed_rank_005_alphafold2_ptm_model_2_seed_001.pdb,47.49898734177213,0.33998,0.32997,42
af_cluster_compar/GLP1R/msas/GLP1R_038_unrelaxed_rank_003_alphafold2_ptm_model_4_seed_001.pdb,61.58572151898736,0.64258,0.6095,56
af_cluster_compar/GLP1R/msas/GLP1R_129_unrelaxed_rank_005_alphafold2_ptm_model_3_seed_001.pdb,44.47587341772154,0.48873,0.45605,9
af_cluster_compar/GLP1R/msas/GLP1R_095_unrelaxed_rank_004_alphafold2_ptm_model_3_seed_001.pdb,41.1526329113924,0.64096,0.66827,4
af_cluster_compar/GLP1R/msas/GLP1R_127_unrelaxed_rank_003_alphafold2_ptm_model_1_seed_001.pdb,40.99888607594939,0.34347,0.36229,4
af_cluster_compar/GLP1R/msas/GLP1R_108_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_001.pdb,55.32382278481013,0.75636,0.78641,13
af_cluster_compar/GLP1R/msas/GLP1R_006_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_001.pdb,43.643670886075974,0.67513,0.65737,4
af_cluster_compar/GLP1R/msas/GLP1R_069_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_001.pdb,43.95622784810124,0.58146,0.57743,4
af_cluster_compar/GLP1R/msas/GLP1R_055_unrelaxed_rank_005_alphafold2_ptm_model_5_seed_001.pdb,39.951392405063295,0.40976,0.44818,4
af_cluster_compar/GLP1R/msas/GLP1R_016_unrelaxed_rank_005_alphafold2_ptm_model_2_seed_001.pdb,37.38868354430381,0.43818,0.44476,5
af_cluster_compar/GLP1R/msas/GLP1R_050_unrelaxed_rank_003_alphafold2_ptm_model_2_seed_001.pdb,38.06701265822787,0.34374,0.32526,4
af_cluster_compar/GLP1R/msas/GLP1R_077_unrelaxed_rank_004_alphafold2_ptm_model_2_seed_001.pdb,52.397088607594945,0.57608,0.6146,26
af_cluster_compar/GLP1R/msas/GLP1R_117_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_001.pdb,42.32030379746838,0.45302,0.4176,4
af_cluster_compar/GLP1R/msas/GLP1R_020_unrelaxed_rank_002_alphafold2_ptm_model_1_seed_001.pdb,50.64529113924045,0.51677,0.47451,10
af_cluster_compar/GLP1R/msas/GLP1R_145_unrelaxed_rank_004_alphafold2_ptm_model_1_seed_001.pdb,46.40567088607593,0.55856,0.55517,19
af_cluster_compar/GLP1R/msas/GLP1R_141_unrelaxed_rank_003_alphafold2_ptm_model_5_seed_001.pdb,48.639113924050626,0.67985,0.67874,9
af_cluster_compar/GLP1R/msas/GLP1R_125_unrelaxed_rank_005_alphafold2_ptm_model_1_seed_001.pdb,44.57506329113924,0.51533,0.51855,4
af_cluster_compar/GLP1R/msas/GLP1R_073_unrelaxed_rank_003_alphafold2_ptm_model_1_seed_001.pdb,43.17324050632911,0.33672,0.33086,4
af_cluster_compar/GLP1R/msas/GLP1R_132_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_001.pdb,46.895721518987344,0.56776,0.56091,8
af_cluster_compar/GLP1R/msas/GLP1R_130_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_001.pdb,67.21473417721522,0.75287,0.7643,31
af_cluster_compar/GLP1R/msas/GLP1R_013_unrelaxed_rank_002_alphafold2_ptm_model_4_seed_001.pdb,40.08848101265825,0.4195,0.42097,4
af_cluster_compar/GLP1R/msas/GLP1R_084_unrelaxed_rank_004_alphafold2_ptm_model_4_seed_001.pdb,41.60650632911391,0.51801,0.50938,5
af_cluster_compar/GLP1R/msas/GLP1R_101_unrelaxed_rank_003_alphafold2_ptm_model_4_seed_001.pdb,42.45622784810127,0.53223,0.53959,7
af_cluster_compar/GLP1R/msas/GLP1R_107_unrelaxed_rank_004_alphafold2_ptm_model_1_seed_001.pdb,51.72192405063295,0.55486,0.5432,19
af_cluster_compar/GLP1R/msas/GLP1R_138_unrelaxed_rank_005_alphafold2_ptm_model_3_seed_001.pdb,36.692,0.50121,0.52253,4
af_cluster_compar/GLP1R/msas/GLP1R_011_unrelaxed_rank_005_alphafold2_ptm_model_3_seed_001.pdb,36.15850632911395,0.48965,0.44516,6
af_cluster_compar/GLP1R/msas/GLP1R_013_unrelaxed_rank_005_alphafold2_ptm_model_3_seed_001.pdb,37.52458227848101,0.41034,0.38644,4
