PDB,plddt,seq_count,6nc7_rmsd,6nc9_rmsd
occurrence_voting_6nc7_rmsd/results/prediction/top_sequences_unrelaxed_rank_021_alphafold2_ptm_model_2_seed_004.pdb,87.28871578947368,17,3.3254704,4.851797
occurrence_voting_6nc7_rmsd/results/prediction/top_sequences_unrelaxed_rank_020_alphafold2_ptm_model_2_seed_005.pdb,87.29667368421052,17,3.2982206,4.9029746
occurrence_voting_6nc7_rmsd/results/prediction/top_sequences_unrelaxed_rank_018_alphafold2_ptm_model_2_seed_003.pdb,87.49591578947368,17,3.3984027,4.7462835
occurrence_voting_6nc7_rmsd/results/prediction/top_sequences_unrelaxed_rank_019_alphafold2_ptm_model_4_seed_000.pdb,87.51195789473684,17,3.5402439,4.7609067
occurrence_voting_6nc7_rmsd/results/prediction/top_sequences_unrelaxed_rank_017_alphafold2_ptm_model_5_seed_007.pdb,87.63351578947369,17,3.4619462,4.799775
occurrence_voting_6nc7_rmsd/results/prediction/top_sequences_unrelaxed_rank_016_alphafold2_ptm_model_5_seed_006.pdb,87.71688421052633,17,3.5274014,4.775922
occurrence_voting_6nc7_rmsd/results/prediction/top_sequences_unrelaxed_rank_015_alphafold2_ptm_model_5_seed_003.pdb,87.94252631578946,17,3.54068,4.7059555
occurrence_voting_6nc7_rmsd/results/prediction/top_sequences_unrelaxed_rank_014_alphafold2_ptm_model_5_seed_002.pdb,88.19366315789475,17,3.5785432,4.7634916
occurrence_voting_6nc7_rmsd/results/prediction/top_sequences_unrelaxed_rank_012_alphafold2_ptm_model_5_seed_000.pdb,88.2895157894737,17,3.5203013,4.7950706
occurrence_voting_6nc7_rmsd/results/prediction/top_sequences_unrelaxed_rank_013_alphafold2_ptm_model_5_seed_005.pdb,88.32541052631579,17,3.548332,4.6732726
occurrence_voting_6nc7_rmsd/results/prediction/top_sequences_unrelaxed_rank_011_alphafold2_ptm_model_4_seed_002.pdb,88.4153052631579,17,3.5911126,4.75402
occurrence_voting_6nc7_rmsd/results/prediction/top_sequences_unrelaxed_rank_010_alphafold2_ptm_model_3_seed_007.pdb,88.45458947368421,17,3.519449,4.758342
occurrence_voting_6nc7_rmsd/results/prediction/top_sequences_unrelaxed_rank_009_alphafold2_ptm_model_5_seed_004.pdb,88.53088421052631,17,3.6017041,4.6338415
occurrence_voting_6nc7_rmsd/results/prediction/top_sequences_unrelaxed_rank_008_alphafold2_ptm_model_5_seed_001.pdb,88.61244210526317,17,3.5059304,4.7743273
occurrence_voting_6nc7_rmsd/results/prediction/top_sequences_unrelaxed_rank_007_alphafold2_ptm_model_3_seed_001.pdb,88.7773894736842,17,3.5614297,4.6915402
occurrence_voting_6nc7_rmsd/results/prediction/top_sequences_unrelaxed_rank_006_alphafold2_ptm_model_3_seed_004.pdb,88.99915789473684,17,3.5234344,4.704403
occurrence_voting_6nc7_rmsd/results/prediction/top_sequences_unrelaxed_rank_005_alphafold2_ptm_model_3_seed_006.pdb,89.38126315789474,17,3.4336526,4.821952
occurrence_voting_6nc7_rmsd/results/prediction/top_sequences_unrelaxed_rank_003_alphafold2_ptm_model_3_seed_005.pdb,89.40867368421051,17,3.4801376,4.7775173
occurrence_voting_6nc7_rmsd/results/prediction/top_sequences_unrelaxed_rank_004_alphafold2_ptm_model_3_seed_003.pdb,89.42157894736842,17,3.5071824,4.69311
occurrence_voting_6nc7_rmsd/results/prediction/top_sequences_unrelaxed_rank_002_alphafold2_ptm_model_3_seed_000.pdb,89.52080000000001,17,3.4578567,4.821531
occurrence_voting_6nc7_rmsd/results/prediction/top_sequences_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_002.pdb,89.57785263157893,17,3.5143042,4.776328
