2haw_tmscore,1k23_tmscore,pLDDT,pdb_path
0.83289,0.67886,90.19941747572811,/results/PPAC_BACSU/run1/04_recompile/1k23_tmscore/control_prediction/bin_34/bin34_random_seq_unrelaxed_rank_027_alphafold2_ptm_model_3_seed_006.pdb
0.85946,0.67941,89.96404530744339,/results/PPAC_BACSU/run1/04_recompile/1k23_tmscore/control_prediction/bin_34/bin34_random_seq_unrelaxed_rank_029_alphafold2_ptm_model_5_seed_007.pdb
0.89999,0.67587,90.58449838187703,/results/PPAC_BACSU/run1/04_recompile/1k23_tmscore/control_prediction/bin_34/bin34_random_seq_unrelaxed_rank_020_alphafold2_ptm_model_3_seed_003.pdb
0.87999,0.6769,90.5875404530744,/results/PPAC_BACSU/run1/04_recompile/1k23_tmscore/control_prediction/bin_34/bin34_random_seq_unrelaxed_rank_021_alphafold2_ptm_model_5_seed_001.pdb
0.87944,0.67507,90.63970873786403,/results/PPAC_BACSU/run1/04_recompile/1k23_tmscore/control_prediction/bin_34/bin34_random_seq_unrelaxed_rank_019_alphafold2_ptm_model_5_seed_003.pdb
0.88249,0.67932,90.69216828478979,/results/PPAC_BACSU/run1/04_recompile/1k23_tmscore/control_prediction/bin_34/bin34_random_seq_unrelaxed_rank_018_alphafold2_ptm_model_4_seed_001.pdb
0.83515,0.68257,90.92440129449842,/results/PPAC_BACSU/run1/04_recompile/1k23_tmscore/control_prediction/bin_34/bin34_random_seq_unrelaxed_rank_011_alphafold2_ptm_model_2_seed_001.pdb
0.85465,0.68167,91.04556634304205,/results/PPAC_BACSU/run1/04_recompile/1k23_tmscore/control_prediction/bin_34/bin34_random_seq_unrelaxed_rank_007_alphafold2_ptm_model_2_seed_002.pdb
0.84672,0.67663,90.41051779935269,/results/PPAC_BACSU/run1/04_recompile/1k23_tmscore/control_prediction/bin_34/bin34_random_seq_unrelaxed_rank_024_alphafold2_ptm_model_3_seed_001.pdb
0.8193,0.68142,90.73598705501617,/results/PPAC_BACSU/run1/04_recompile/1k23_tmscore/control_prediction/bin_34/bin34_random_seq_unrelaxed_rank_017_alphafold2_ptm_model_1_seed_000.pdb
0.8705,0.67899,90.29355987055017,/results/PPAC_BACSU/run1/04_recompile/1k23_tmscore/control_prediction/bin_34/bin34_random_seq_unrelaxed_rank_026_alphafold2_ptm_model_2_seed_006.pdb
0.83013,0.6764,90.49284789644007,/results/PPAC_BACSU/run1/04_recompile/1k23_tmscore/control_prediction/bin_34/bin34_random_seq_unrelaxed_rank_022_alphafold2_ptm_model_3_seed_000.pdb
0.86469,0.67981,91.22349514563109,/results/PPAC_BACSU/run1/04_recompile/1k23_tmscore/control_prediction/bin_34/bin34_random_seq_unrelaxed_rank_006_alphafold2_ptm_model_4_seed_006.pdb
0.84963,0.68017,89.52744336569586,/results/PPAC_BACSU/run1/04_recompile/1k23_tmscore/control_prediction/bin_34/bin34_random_seq_unrelaxed_rank_035_alphafold2_ptm_model_1_seed_001.pdb
0.86579,0.67827,90.95731391585764,/results/PPAC_BACSU/run1/04_recompile/1k23_tmscore/control_prediction/bin_34/bin34_random_seq_unrelaxed_rank_010_alphafold2_ptm_model_4_seed_004.pdb
0.83177,0.6789,91.57313915857611,/results/PPAC_BACSU/run1/04_recompile/1k23_tmscore/control_prediction/bin_34/bin34_random_seq_unrelaxed_rank_003_alphafold2_ptm_model_2_seed_004.pdb
0.83219,0.68117,89.39365695792874,/results/PPAC_BACSU/run1/04_recompile/1k23_tmscore/control_prediction/bin_34/bin34_random_seq_unrelaxed_rank_036_alphafold2_ptm_model_1_seed_004.pdb
0.86899,0.67714,89.70977346278313,/results/PPAC_BACSU/run1/04_recompile/1k23_tmscore/control_prediction/bin_34/bin34_random_seq_unrelaxed_rank_033_alphafold2_ptm_model_5_seed_002.pdb
0.87874,0.67545,91.8412944983819,/results/PPAC_BACSU/run1/04_recompile/1k23_tmscore/control_prediction/bin_34/bin34_random_seq_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_005.pdb
0.85784,0.68122,91.64093851132687,/results/PPAC_BACSU/run1/04_recompile/1k23_tmscore/control_prediction/bin_34/bin34_random_seq_unrelaxed_rank_002_alphafold2_ptm_model_4_seed_000.pdb
0.86387,0.67742,90.43647249190947,/results/PPAC_BACSU/run1/04_recompile/1k23_tmscore/control_prediction/bin_34/bin34_random_seq_unrelaxed_rank_023_alphafold2_ptm_model_3_seed_007.pdb
0.91476,0.67928,90.82514563106791,/results/PPAC_BACSU/run1/04_recompile/1k23_tmscore/control_prediction/bin_34/bin34_random_seq_unrelaxed_rank_013_alphafold2_ptm_model_4_seed_003.pdb
0.87779,0.6769,90.35284789644005,/results/PPAC_BACSU/run1/04_recompile/1k23_tmscore/control_prediction/bin_34/bin34_random_seq_unrelaxed_rank_025_alphafold2_ptm_model_3_seed_005.pdb
0.83512,0.68135,89.14514563106803,/results/PPAC_BACSU/run1/04_recompile/1k23_tmscore/control_prediction/bin_34/bin34_random_seq_unrelaxed_rank_039_alphafold2_ptm_model_1_seed_007.pdb
0.80927,0.68259,89.08728155339806,/results/PPAC_BACSU/run1/04_recompile/1k23_tmscore/control_prediction/bin_34/bin34_random_seq_unrelaxed_rank_040_alphafold2_ptm_model_1_seed_006.pdb
0.86289,0.67729,90.84003236245961,/results/PPAC_BACSU/run1/04_recompile/1k23_tmscore/control_prediction/bin_34/bin34_random_seq_unrelaxed_rank_014_alphafold2_ptm_model_5_seed_000.pdb
0.86275,0.67823,89.3218446601942,/results/PPAC_BACSU/run1/04_recompile/1k23_tmscore/control_prediction/bin_34/bin34_random_seq_unrelaxed_rank_037_alphafold2_ptm_model_1_seed_002.pdb
0.83994,0.68069,89.1752750809061,/results/PPAC_BACSU/run1/04_recompile/1k23_tmscore/control_prediction/bin_34/bin34_random_seq_unrelaxed_rank_038_alphafold2_ptm_model_3_seed_004.pdb
0.86291,0.67808,89.9099676375405,/results/PPAC_BACSU/run1/04_recompile/1k23_tmscore/control_prediction/bin_34/bin34_random_seq_unrelaxed_rank_030_alphafold2_ptm_model_1_seed_005.pdb
