PDB,plddt,1ake_rmsd,4ake_rmsd,seq_count,round
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KAD_ECOLI/run2/m_fold_sampling_voting_random/01_m_fold_sampling/round_1/01_sampling/sampling_42/group_72_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,91.50149532710282,2.363419,5.521966,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KAD_ECOLI/run2/m_fold_sampling_voting_random/01_m_fold_sampling/round_1/01_sampling/sampling_42/group_27_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,92.7535046728972,2.4051692,5.706328,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KAD_ECOLI/run2/m_fold_sampling_voting_random/01_m_fold_sampling/round_1/01_sampling/sampling_42/group_42_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,92.38785046728972,4.36902,3.015112,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KAD_ECOLI/run2/m_fold_sampling_voting_random/01_m_fold_sampling/round_1/01_sampling/sampling_42/group_10_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,89.6207476635514,3.0234911,4.458739,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KAD_ECOLI/run2/m_fold_sampling_voting_random/01_m_fold_sampling/round_1/01_sampling/sampling_42/group_37_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,90.31228971962616,3.4074676,3.9517963,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KAD_ECOLI/run2/m_fold_sampling_voting_random/01_m_fold_sampling/round_1/01_sampling/sampling_42/group_29_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,92.48341121495326,4.62865,2.7295506,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KAD_ECOLI/run2/m_fold_sampling_voting_random/01_m_fold_sampling/round_1/01_sampling/sampling_42/group_18_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,91.61985981308412,2.902798,4.4965343,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KAD_ECOLI/run2/m_fold_sampling_voting_random/01_m_fold_sampling/round_1/01_sampling/sampling_42/group_43_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,90.03425233644859,4.1623273,3.2180903,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KAD_ECOLI/run2/m_fold_sampling_voting_random/01_m_fold_sampling/round_1/01_sampling/sampling_42/group_25_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,92.38116822429906,4.426531,3.4172852,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KAD_ECOLI/run2/m_fold_sampling_voting_random/01_m_fold_sampling/round_1/01_sampling/sampling_42/group_64_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,91.32331775700936,4.178724,3.1474895,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KAD_ECOLI/run2/m_fold_sampling_voting_random/01_m_fold_sampling/round_1/01_sampling/sampling_42/group_3_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,92.53649532710283,4.6037726,2.813092,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KAD_ECOLI/run2/m_fold_sampling_voting_random/01_m_fold_sampling/round_1/01_sampling/sampling_42/group_34_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,89.93705607476635,3.3581238,4.0299163,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KAD_ECOLI/run2/m_fold_sampling_voting_random/01_m_fold_sampling/round_1/01_sampling/sampling_42/group_93_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,87.58626168224299,2.5972216,4.8569283,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KAD_ECOLI/run2/m_fold_sampling_voting_random/01_m_fold_sampling/round_1/01_sampling/sampling_42/group_66_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,91.76317757009346,2.6436968,5.2981443,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KAD_ECOLI/run2/m_fold_sampling_voting_random/01_m_fold_sampling/round_1/01_sampling/sampling_42/group_57_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,88.16682242990655,2.5076659,5.266601,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KAD_ECOLI/run2/m_fold_sampling_voting_random/01_m_fold_sampling/round_1/01_sampling/sampling_42/group_97_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,91.60453271028038,3.7321942,3.7138784,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KAD_ECOLI/run2/m_fold_sampling_voting_random/01_m_fold_sampling/round_1/01_sampling/sampling_42/group_9_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,90.66345794392521,4.0485854,3.3040829,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KAD_ECOLI/run2/m_fold_sampling_voting_random/01_m_fold_sampling/round_1/01_sampling/sampling_42/group_47_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,90.48528037383177,3.9608154,3.4439235,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KAD_ECOLI/run2/m_fold_sampling_voting_random/01_m_fold_sampling/round_1/01_sampling/sampling_42/group_92_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,91.74004672897196,4.182071,3.1233861,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KAD_ECOLI/run2/m_fold_sampling_voting_random/01_m_fold_sampling/round_1/01_sampling/sampling_42/group_90_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,90.34757009345793,3.9574428,3.6262386,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KAD_ECOLI/run2/m_fold_sampling_voting_random/01_m_fold_sampling/round_1/01_sampling/sampling_42/group_35_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,91.50093457943926,4.777005,2.589065,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KAD_ECOLI/run2/m_fold_sampling_voting_random/01_m_fold_sampling/round_1/01_sampling/sampling_42/group_99_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,89.06490654205608,4.160967,3.1930008,12,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KAD_ECOLI/run2/m_fold_sampling_voting_random/01_m_fold_sampling/round_1/01_sampling/sampling_42/group_24_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,90.2148598130841,4.189794,3.1452415,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KAD_ECOLI/run2/m_fold_sampling_voting_random/01_m_fold_sampling/round_1/01_sampling/sampling_42/group_40_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,89.51700934579439,2.9487686,4.5141068,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KAD_ECOLI/run2/m_fold_sampling_voting_random/01_m_fold_sampling/round_1/01_sampling/sampling_42/group_1_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,92.26766355140187,4.5069237,2.9533136,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KAD_ECOLI/run2/m_fold_sampling_voting_random/01_m_fold_sampling/round_1/01_sampling/sampling_42/group_69_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,91.71135514018691,3.6151876,3.706517,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KAD_ECOLI/run2/m_fold_sampling_voting_random/01_m_fold_sampling/round_1/01_sampling/sampling_42/group_75_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,91.53621495327103,3.6322186,3.7228649,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KAD_ECOLI/run2/m_fold_sampling_voting_random/01_m_fold_sampling/round_1/01_sampling/sampling_42/group_83_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,92.521261682243,3.9072804,3.3919609,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KAD_ECOLI/run2/m_fold_sampling_voting_random/01_m_fold_sampling/round_1/01_sampling/sampling_42/group_30_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,91.0264953271028,3.8664289,3.5023444,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KAD_ECOLI/run2/m_fold_sampling_voting_random/01_m_fold_sampling/round_1/01_sampling/sampling_42/group_26_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,91.01957943925235,3.3650131,3.954576,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KAD_ECOLI/run2/m_fold_sampling_voting_random/01_m_fold_sampling/round_1/01_sampling/sampling_42/group_39_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,88.24257009345794,3.563284,3.7290626,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KAD_ECOLI/run2/m_fold_sampling_voting_random/01_m_fold_sampling/round_1/01_sampling/sampling_42/group_59_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,90.51920560747664,2.8989806,4.648111,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KAD_ECOLI/run2/m_fold_sampling_voting_random/01_m_fold_sampling/round_1/01_sampling/sampling_42/group_62_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,90.59168224299067,3.8185558,3.6777205,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KAD_ECOLI/run2/m_fold_sampling_voting_random/01_m_fold_sampling/round_1/01_sampling/sampling_42/group_67_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,91.86789719626168,4.5800357,3.1464128,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KAD_ECOLI/run2/m_fold_sampling_voting_random/01_m_fold_sampling/round_1/01_sampling/sampling_42/group_87_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,92.13546728971963,2.1373525,5.9024925,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KAD_ECOLI/run2/m_fold_sampling_voting_random/01_m_fold_sampling/round_1/01_sampling/sampling_42/group_70_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,91.4306074766355,2.5694084,4.9734836,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KAD_ECOLI/run2/m_fold_sampling_voting_random/01_m_fold_sampling/round_1/01_sampling/sampling_42/group_11_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,89.8457476635514,4.161184,3.3132524,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KAD_ECOLI/run2/m_fold_sampling_voting_random/01_m_fold_sampling/round_1/01_sampling/sampling_42/group_49_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,91.65168224299065,4.057234,3.3489878,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KAD_ECOLI/run2/m_fold_sampling_voting_random/01_m_fold_sampling/round_1/01_sampling/sampling_42/group_80_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,90.73481308411213,3.6887317,3.7360995,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KAD_ECOLI/run2/m_fold_sampling_voting_random/01_m_fold_sampling/round_1/01_sampling/sampling_42/group_60_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,90.22228971962616,4.220064,3.1338327,11,1
