Sequence_Header,Bin_Assignment,Vote_Count,Total_Votes
UniRef100_A0A7S4UIL9,17,15,99
UniRef100_Q586D5,19,21,99
UniRef100_A0A1F8B6E7,21,15,99
OrbTmetagenome_4_1107371.scaffolds.fasta_scaffold754421_1,18,17,99
UniRef100_UPI0021586E24,18,15,99
UniRef100_A0A645EEG9,17,14,99
10226|scaffold112106_6|+2821|01,21,16,99
DeeseametaMP0958_FD_contig_21_495329_length_374_multi_6_in_0_out_0_1,20,11,99
UniRef100_A0A7J4THU3,12,12,99
MGYP000742481423,18,14,99
UniRef100_A0A8H2ZQ26,21,15,99
H2YJ95,20,16,99
UniRef100_A0A3S8T467,17,12,99
UniRef100_UPI0018936C7B,21,19,99
M5G9U9,21,16,99
A0A1F5FHQ8,15,10,99
UniRef100_A0A970GSJ8,19,13,99
AP12_2_1047962.scaffolds.fasta_scaffold500820_1,21,17,99
UniRef100_A0A8T2PGH1,22,15,99
UniRef100_A0A661B5M2,21,19,99
UniRef100_A0A2E1PEP0,17,14,99
UniRef100_A0A3B0SNM6,18,13,99
MGYP000557263838,18,16,99
UniRef100_A0A482X762,21,14,99
SoimicmetaTmtLMA_FD_contig_31_5085733_length_254_multi_2_in_0_out_0_1,21,14,99
UniRef100_A0A2E9VDK4,22,21,99
UniRef100_A0A660WRM0,19,16,99
10566|scaffold13107_4|+2931|00,19,17,99
GraSoi2013_115cm_1033766.scaffolds.fasta_scaffold569374_1,18,15,99
MGYP000415049225,21,15,99
11914|scaffold_181704_c1_2|-152|00,20,16,99
ERR1719370_1565925,16,14,99
UniRef100_A0A7C3NBZ5,19,21,99
UniRef100_UPI001F362D1A,19,15,99
UniRef100_A0A1J5J190,16,12,99
A2EI52,18,14,99
SRR3990170_6175678,17,17,99
MGYP000270061893,19,14,99
UniRef100_A0A8T3YBH6,20,14,99
UniRef100_A0A524IR57,21,16,99
UniRef100_A0A2E8UR43,19,15,99
GraSoiStandDraft_50_1057286.scaffolds.fasta_scaffold1803890_1,20,19,99
UniRef100_A0A957W8F3,20,13,99
SRR3990172_964839,18,19,99
UniRef100_A0A7R9TDP9,17,15,99
MGYP000680847802,14,14,99
UniRef100_A0A1B3W7Y1,20,12,99
MGYP000468712929,20,18,99
SRR5680860_276602,18,14,99
UniRef100_A0A3D2P5U6,19,15,99
SRR5918997_410735,21,16,99
UniRef100_A0A6B3MDN8,18,13,99
UniRef100_A0A948WDP6,21,17,99
UniRef100_A0A0G0LH46,17,14,99
UniRef100_A0A8T5IWY6,20,14,99
UniRef100_A0A354S695,19,13,99
A0A2G9MQI6,17,12,99
UniRef100_UPI001C08ABD0,19,19,99
UniRef100_A0A0C1H9G2,19,15,99
UniRef100_A0A5C4TCS7,20,19,99
UniRef100_A0A6P7U2V7,17,15,99
UniRef100_A0A0G4FME6,16,13,99
A0A1J4YHM4,21,16,99
MGYP001319949062,18,12,99
UniRef100_A0A9D6Q0N0,20,20,99
UniRef100_A0A8T5IRF5,17,11,99
UniRef100_A0A352LVU0,20,15,99
SRR5262249_23656990,19,15,99
UniRef100_A0A2S6SWE1,18,11,99
MGYP000045648860,17,14,99
ERR1719373_1331586,17,13,99
UniRef100_A0A353J7G8,18,16,99
3300019458.a:Ga0187892_10000770_26,16,15,99
MGYP001458107937,19,13,99
UniRef100_A0A4D6Y5W3,18,13,99
UniRef100_A0A7C5YC12,17,16,99
MGYP000951253666,18,16,99
UniRef100_A0A8D9CE10,18,18,99
UniRef100_A0A7X9E6J3,17,16,99
UniRef100_A0A7C3R4I9,19,13,99
GraSoiStandDraft_41_1057321.scaffolds.fasta_scaffold3154021_1,16,14,99
SRR3954471_22941245,20,11,99
UniRef100_A0A6S4QDZ2,20,19,99
UniRef100_A0A7X5UDX6,21,18,99
OM-RGC.v1.029433927,17,14,99
UniRef100_A0A352BH64,20,18,99
HubBroStandDraft_6_1064221.scaffolds.fasta_scaffold39812_3,19,17,99
MGYP001019372851,21,17,99
UniRef100_A0A292IHV9,17,14,99
SRR6185312_5854521,18,14,99
UniRef100_A0A7C2VP17,19,16,99
UniRef100_A0A9D6QRF4,19,16,99
UniRef100_A0A972B6N9,19,16,99
UniRef100_A0A356E4C3,19,17,99
UniRef100_A0A7Y8LIW1,20,15,99
22508|scaffold119028_1|+3|10,20,16,99
UniRef100_A0A1V5V6N3,20,15,99
RifCSPhighO2_12_1023870.scaffolds.fasta_scaffold634101_1,22,20,99
UniRef100_B9PU13,19,15,99
SRR4029453_13832184,20,14,99
UniRef100_A0A2H9NX09,21,16,99
UniRef100_A0A2N5JT24,18,15,99
UniRef100_A0A2M7KQ44,21,12,99
ERR1719329_376920,17,12,99
UniRef100_A0A1J4VQ64,18,13,99
UniRef100_A0A3C0QHU0,21,18,99
A0A0W0YL15,21,14,99
UniRef100_A0A5C5Y5P7,21,15,99
UniRef100_A0A2C6C103,21,16,99
UPI0001EBB9A0,19,19,99
UniRef100_A0A7C4SF45,18,17,99
UniRef100_A0A662JRV0,20,15,99
UniRef100_A0A388THN5,18,16,99
MGYP001400612164,19,15,99
UniRef100_A0A0G7ZMR6,21,12,99
UniRef100_A0A928HZ78,20,15,99
UniRef100_A0A7C4D896,20,15,99
ERR1719231_1078610,18,12,99
UniRef100_A0A363UM60,11,11,99
UniRef100_A0A6M1ZFY2,18,15,99
UniRef100_A0A1F7F401,20,16,99
MGYP000744378903,20,14,99
UniRef100_A0A0F7FGL0,17,14,99
UniRef100_A0A7W0TF76,19,16,99
UniRef100_A0A2J0MW71,18,13,99
UniRef100_A0A931RVI0,17,13,99
UniRef100_UPI001180B443,21,17,99
UniRef100_A0A371QBM7,19,16,99
UniRef100_A0A2T2UCE7,19,16,99
UniRef100_C2MCR9,17,16,99
UniRef100_UPI001C8936FC,19,14,99
UniRef100_A0A7C6ITJ9,19,13,99
LakMenEpi03Aug12_release.lakeMendotaPanAssembly.Ray.scaffolds.fasta_scaffold3304737_1,18,14,99
ERR550525_318058,18,15,99
MGYP000980294939,21,14,99
APDOM4702015191_1054821.scaffolds.fasta_scaffold3769882_1,20,18,99
UniRef100_A0A2G9PRY3,18,13,99
ERR1719265_1974942,18,12,99
UniRef100_A0A8S2GRM4,20,21,99
UniRef100_R5B8Z1,21,14,99
UniRef100_A0A1W1BSK6,20,15,99
UniRef100_A0A7W5Z6V6,21,14,99
UniRef100_A0A7V2CXY1,19,15,99
UniRef100_A0A7C5U3I8,17,16,99
UniRef100_A0A5N8ZIE6,20,15,99
UniRef100_A0A938IEE1,20,16,99
UniRef100_A0A2S6SKR0,21,19,99
UniRef100_A0A7Y5Q1U3,18,16,99
FLMP01.1.fsa_nt_emb|FLMP01023160.1|_3,21,17,99
UniRef100_A0A2G2KA64,17,17,99
UniRef100_A0A535BEW6,21,15,99
MGYP001385566166,20,15,99
UniRef100_A0A7X0BRC8,19,13,99
A0A0G1M409,13,15,99
UniRef100_A0A1F4QN43,22,15,99
UniRef100_A0A3M1I686,16,13,99
UniRef100_A0A2E6WK07,19,13,99
UniRef100_A0A1F5FHQ8,13,14,99
UniRef100_A0A269TKT8,17,12,99
UniRef100_A0A2H0VVW0,21,16,99
UniRef100_A0A929CVH5,20,15,99
10566|scaffold2188520_1|-1|11,19,16,99
UniRef100_A0A6B2LJH5,17,15,99
UniRef100_U7D7R4,20,16,99
12637|scaffold188842_1|+237|00,19,17,99
UniRef100_A0A7S0I340,19,18,99
UniRef100_A0A938RUX4,16,14,99
A0A2E3UUQ4,22,12,99
UniRef100_A0A8S1H0E4,20,15,99
SRR2546421_5533937,21,15,99
UniRef100_A0A371WVD7,17,12,99
UniRef100_A0A967DIL3,19,19,99
UniRef100_A0A953PQN4,21,16,99
UniRef100_A0A7V9SNA6,15,13,99
MGYP000438893363,20,14,99
UniRef100_UPI00203BB1C8,20,13,99
ERR1719327_567656,17,19,99
UniRef100_A0A267DY24,21,15,99
UniRef100_A0A1W9PDP2,17,15,99
KBSMisStaDraftv2_1062788.scaffolds.fasta_scaffold11942284_1,17,16,99
UniRef100_UPI00109FB3C0,18,13,99
ERR1711916_92764,20,15,99
UniRef100_A0A1Q3A9T4,17,15,99
ERR1719309_67428,19,15,99
UniRef100_A0A399X359,19,15,99
2189|scaffold183663_1|+2|10,19,13,99
KNS10NT17metaT_FD_contig_71_521052_length_779_multi_12_in_0_out_0_1,19,17,99
UniRef100_A0A8T4URR5,19,14,99
UniRef100_UPI001571780E,19,16,99
A0A2E7EE62,17,13,99
UniRef100_A0A935RFE2,19,17,99
UniRef100_A0A815NBQ9,17,12,99
MGYP000561839314,22,15,99
UniRef100_E4WS24,20,14,99
UniRef100_C4L8U2,18,14,99
SRR3989338_5270893,19,12,99
18587|scaffold540879_1|+145|00,19,20,99
UniRef100_A0A7S2MNJ9,22,14,99
UniRef100_A0A9E2QL53,21,17,99
UniRef100_A0A943PRZ9,19,15,99
AntDryMetagUQ255_1029468.scaffolds.fasta_scaffold09657_1,18,14,99
SRR3990172_2475329,16,12,99
GraSoi_2013_60cm_1033757.scaffolds.fasta_scaffold212308_2,19,14,99
A0A1I0AGW5,19,20,99
UniRef100_A0A451DCU6,19,14,99
UniRef100_A0A1L9GVR9,16,18,99
UniRef100_UPI0019573F4F,18,12,99
UniRef100_A0A1F8RLB4,18,15,99
UniRef100_A0A4P9X2C3,18,11,99
MGYP000900828133,18,16,99
UniRef100_A0A970IYV0,21,16,99
GraSoiStandDraft_50_1057286.scaffolds.fasta_scaffold847304_2,18,16,99
UniRef100_A0A929FAH2,19,16,99
MGYP001379012152,17,12,99
UniRef100_A0A1F4MVL7,21,20,99
GraSoiStandDraft_41_1057321.scaffolds.fasta_scaffold462040_2,18,18,99
SRR5258708_7204428,22,13,99
SRR5256714_8132646,17,15,99
SRR5438128_1800785,21,15,99
UniRef100_UPI0019443B52,17,15,99
UniRef100_A0A2G6NXG2,18,16,99
UniRef100_A0A848VQ45,19,21,99
SRR6476469_2521602,18,20,99
UniRef100_K1QDN9,18,12,99
SRR3954469_10458731,18,18,99
UniRef100_A0A923PHM1,22,13,99
A0A2H0UZT2,13,11,99
UniRef100_A0A1I5DJ64,18,17,99
UniRef100_J4D5Q6,18,15,99
UniRef100_A0A800BRF1,17,24,99
MGYP000443963015,20,13,99
UniRef100_A0A8S1VG71,17,14,99
APIni6443716594_1056825.scaffolds.fasta_scaffold778471_2,19,17,99
UniRef100_UPI0010FB482F,19,16,99
MGYP001301515236,19,17,99
UniRef100_A0A3M1L5E2,19,15,99
22277|Ga0268276_1004512_5|-4223|00,21,12,99
A0A231H9L5,17,13,99
UniRef100_A0A928DPU3,17,12,99
UniRef100_A0A2D9SI32,16,10,99
UniRef100_UPI0019522FA8,21,13,99
WorMetDrversion2_6_1045231.scaffolds.fasta_scaffold127075_1,19,10,99
UniRef100_A0A925EQI2,21,19,99
APCry1669189665_1035243.scaffolds.fasta_scaffold428575_1,20,14,99
MGYP000325989471,22,15,99
MGYP001271394625,18,17,99
UniRef100_UPI00056532E7,18,20,99
UniRef100_A0A401FQM2,20,18,99
SRR6266540_367949,18,14,99
UniRef100_A0A9D9VJT1,18,12,99
UniRef100_UPI002079F2AF,18,18,99
Dee2metaT_11_FD_contig_41_1076902_length_236_multi_2_in_0_out_0_1,20,17,99
A0A2E7UPP2,18,12,99
UniRef100_A0A7C7DJ67,20,14,99
UniRef100_A0A8T5N0S0,17,13,99
UniRef100_A0A1F9IJH5,22,15,99
UniRef100_UPI000DCFF81B,22,15,99
UniRef100_A0A948TGM1,20,13,99
5336|Ga0209499_1157349_1|-1|11,22,16,99
MGYP000474279698,18,13,99
UniRef100_A0A524KEB4,17,14,99
UniRef100_A0A9E2KPK1,23,18,99
ERR1719319_1046318,20,16,99
UniRef100_UPI0011833F06,20,17,99
ERR1700734_2556307,20,15,99
UniRef100_A0A7C3DRH8,18,17,99
UniRef100_A0A7K1J9I6,19,14,99
UniRef100_A0A2V9M6K2,22,16,99
MGYP000368442074,19,16,99
UniRef100_A0A432S700,22,17,99
SRR3989344_2017341,18,15,99
UniRef100_A0A840E0C1,20,14,99
SRR5687768_14872076,18,17,99
ERR1711871_1665139,18,18,99
ERR1719362_1552382,22,13,99
MGYP000851607844,20,16,99
ETNvirnome_2_130_1030620.scaffolds.fasta_scaffold204348_1,19,15,99
UniRef100_A0A8J6NX14,22,14,99
UniRef100_A0A847K8C5,17,13,99
UniRef100_X6MRN3,16,11,99
HubBroStandDraft_2_1064218.scaffolds.fasta_scaffold178120_2,19,13,99
MGYP001347778472,16,13,99
UniRef100_K2E5Y0,16,14,99
UniRef100_UPI000626BAC6,20,16,99
UniRef100_A0A5D0MFY7,21,16,99
SRR5258706_3669634,18,17,99
UniRef100_UPI0020A1276B,13,15,99
MudIll2142460700_1097286.scaffolds.fasta_scaffold2586928_1,22,12,99
UniRef100_A0A9D5G5A1,20,20,99
23819|Ga0209515_10023353_2|+1514|00,19,12,99
UniRef100_U4LBN9,14,12,99
UniRef100_A0A9D0ZKB9,18,16,99
SRR3990172_7216605,21,14,99
UniRef100_A0A7Y8LJ98,19,19,99
A0A0G0V7Q4,21,13,99
UniRef100_A0A2H0VWY8,18,13,99
UniRef100_A0A316PA26,18,11,99
UniRef100_A0A507FIE9,20,15,99
SRR5437899_2809521,18,20,99
UniRef100_A0A2D6HN13,21,13,99
SRR4030095_1314256,18,17,99
UniRef100_A0A399Z6G3,19,16,99
GraSoiStandDraft_60_1057301.scaffolds.fasta_scaffold3548742_1,16,14,99
UniRef100_A0A1V5FQ30,20,14,99
UniRef100_A0A955LJF6,16,13,99
UniRef100_R5GI71,19,14,99
ERR1711974_342707,20,14,99
UniRef100_A0A2G9P8K1,21,15,99
UniRef100_A0A1Z8QWK6,21,18,99
MGYP001352835851,17,11,99
UniRef100_A0A3N1Y7N7,19,18,99
ThiBioDrversion2_2_1062182.scaffolds.fasta_scaffold39995_2,21,20,99
SRR5471032_127513,21,17,99
UniRef100_A0A6M2AE67,18,13,99
MGYP001110257749,20,17,99
UniRef100_A0A968SNV2,20,18,99
UniRef100_A0A914XA55,18,15,99
MGYP001035905353,17,12,99
ERR1719427_113523,19,16,99
Dee2metaT_32_FD_contig_21_29880351_length_268_multi_4_in_0_out_0_1,17,13,99
Tabmets4t2r2_1033128.scaffolds.fasta_scaffold1198743_2,16,13,99
SRR5699024_8526090,18,14,99
UniRef100_A0A7K0A2Q9,20,19,99
UniRef100_A0A5C0UGY0,20,16,99
UniRef100_A0A7M5USH8,17,16,99
UniRef100_A0A949IMT7,18,15,99
KBSMisStandDraft_5_1062788.scaffolds.fasta_scaffold4950489_1,18,14,99
UniRef100_A0A537N7Y2,17,14,99
MGYP000114643996,19,14,99
EndMetStandDraft_3_1072993.scaffolds.fasta_scaffold6422988_1,21,12,99
MGYP001315944920,18,13,99
UniRef100_UPI0015AC74D8,17,16,99
GraSoiStandDraft_41_1057321.scaffolds.fasta_scaffold5353473_1,17,12,99
MGYP001321547883,20,15,99
SRR3989338_2244917,20,18,99
UniRef100_A0A838HH86,20,14,99
UniRef100_A0A7R9TCC4,18,14,99
UniRef100_D2VIC2,18,13,99
UniRef100_A0A4P5UZ79,21,15,99
MGYP001148769777,19,19,99
SoimicmetaTmtLPA_FD_contig_31_6185146_length_278_multi_2_in_0_out_0_1,18,15,99
UniRef100_A0A0K1PDF0,19,13,99
UniRef100_A0A538DH11,17,17,99
UniRef100_A0A7C3DI82,21,12,99
C5WCY3,20,19,99
UniRef100_A0A7S0TTH3,17,13,99
UniRef100_A0A2E6DHA3,19,15,99
13190|Ga0247841_10224889_1|-2|10,13,12,99
GraSoiStandDraft_56_1057294.scaffolds.fasta_scaffold2911696_1,16,12,99
UniRef100_A0A1G6GQF9,22,13,99
UniRef100_A0A8C9TN75,20,15,99
ERR1719320_513184,18,16,99
GraSoiStandDraft_51_1057287.scaffolds.fasta_scaffold2787375_1,20,11,99
A0A2E2XZ96,17,15,99
UniRef100_UPI00037938DF,19,15,99
UniRef100_A0A2D6PXH8,17,15,99
UniRef100_UPI00235F65CD,21,16,99
UniRef100_A0A842W352,19,15,99
ERR1712029_154175,20,17,99
UniRef100_A0A7C5K600,18,17,99
UniRef100_Q15RT7,23,13,99
MGYP001049125635,21,16,99
UniRef100_A0A8T3ZC43,19,23,99
UniRef100_A0A6A7FUA3,21,11,99
SRR5271165_4203403,20,16,99
UniRef100_A0A8J8G7R2,20,15,99
3300027419.a:Ga0209340_1004235_4,19,14,99
UniRef100_A0A523GY83,17,17,99
UniRef100_A0A0G1HJ32,18,13,99
UniRef100_A0A1F2WHY7,18,16,99
UniRef100_UPI00110E12A7,18,13,99
MGYP000841159558,13,12,99
UniRef100_UPI00131D1004,17,14,99
A0A2H0TNT8,21,19,99
UniRef100_A0A6G9Y6W9,18,17,99
UniRef100_A0A2E6IYP5,18,13,99
AP58_3_1055460.scaffolds.fasta_scaffold468428_1,18,17,99
UniRef100_A0A212DXZ1,19,15,99
UniRef100_A0A4V0XN02,18,18,99
UniRef100_A0A968S900,17,13,99
UniRef100_A0A7V0P7J7,21,20,99
UniRef100_UPI00211F2B0A,18,14,99
UniRef100_A0A7S3SQ63,16,12,99
UniRef100_A0A9E3SR53,22,21,99
688.fasta_scaffold537755_2,21,15,99
SRR3989344_902110,21,20,99
UniRef100_A0A8T3ZS75,18,16,99
UniRef100_A0A662H3K6,20,14,99
GraSoiStandDraft_29_1057270.scaffolds.fasta_scaffold1134355_1,16,15,99
UniRef100_A0A7X8G5S6,18,10,99
UniRef100_G8C335,14,11,99
UniRef100_A0A2D5K9J2,18,13,99
SRR3989344_1415059,18,18,99
ERR1700683_632978,19,13,99
12221|scaffold1043612_1|+96|01,21,14,99
UniRef100_A0A963LBU0,19,14,99
UniRef100_A0A2V8V5M6,21,15,99
UniRef100_A0A7S9HE52,21,15,99
UniRef100_A0A9E2H5D8,20,16,99
UniRef100_A0A2E6NHC9,22,13,99
UniRef100_A0A950Q608,20,14,99
3300029892.a:Ga0246235_100774_21,18,13,99
MGYP000406520557,18,12,99
MGYP001255391768,18,17,99
OM-RGC.v1.021336427,19,13,99
UniRef100_UPI0018A0E535,18,16,99
UniRef100_A0A1J4K245,21,16,99
M1VBV2,18,19,99
MGYP000452929563,17,13,99
9554|Ga0209253_10037566_2|+869|00,17,10,99
MGYP000901436389,17,13,99
UniRef100_A0A2E4D0I5,21,16,99
I0YU34,16,13,99
UniRef100_A0A410NA59,17,14,99
SRR5262249_53129381,19,15,99
SRR5258708_11764918,18,15,99
A0A0C1UT95,17,17,99
A0A0D2JLT1,18,15,99
UniRef100_A0A931RNL6,18,14,99
MGYP001446840650,21,14,99
UniRef100_A0A938TB16,21,15,99
WorMetvaBAHAMAS2_1045210.scaffolds.fasta_scaffold53967_1,19,16,99
UniRef100_A0A972LUA7,15,11,99
