PDB,plddt,local_plddt,seq_count,bound_rmsd,apo_rmsd
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/T1214/run2/divide_and_conquer/clades/clade_001/shuffle_02/group_006_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,50.83224519940916,58.485384615384625,13,5.9232693,3.203866
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/T1214/run2/divide_and_conquer/clades/clade_001/shuffle_02/group_005_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,52.10756277695717,60.93435897435898,13,3.7501588,3.472128
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/T1214/run2/divide_and_conquer/clades/clade_001/shuffle_02/group_008_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,57.89262924667651,38.122307692307686,17,24.020731,25.194132
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/T1214/run2/divide_and_conquer/clades/clade_001/shuffle_02/group_007_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,52.986957163958635,59.982820512820524,13,3.5301044,3.802805
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/T1214/run2/divide_and_conquer/clades/clade_001/shuffle_02/group_001_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,57.79976366322009,62.4725641025641,13,4.1244206,3.6119158
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/T1214/run2/divide_and_conquer/clades/clade_001/shuffle_02/group_004_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,53.0333234859675,61.050512820512814,13,2.9012103,4.795462
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/T1214/run2/divide_and_conquer/clades/clade_001/shuffle_03/group_003_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,61.61112259970457,66.57256410256412,13,2.6444411,4.255846
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/T1214/run2/divide_and_conquer/clades/clade_001/shuffle_03/group_002_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,54.12373707533236,61.84538461538461,13,2.4330466,4.544184
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/T1214/run2/divide_and_conquer/clades/clade_001/shuffle_03/group_006_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,52.05592319054653,60.88,13,3.3211172,4.0200496
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/T1214/run2/divide_and_conquer/clades/clade_001/shuffle_03/group_005_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,53.04078286558346,59.65974358974358,13,4.1944857,2.9606798
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/T1214/run2/divide_and_conquer/clades/clade_001/shuffle_03/group_008_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,68.11714918759232,66.16076923076925,17,3.38792,3.5007842
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/T1214/run2/divide_and_conquer/clades/clade_001/shuffle_03/group_007_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,52.72255539143279,60.647948717948715,13,4.4230447,2.808155
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/T1214/run2/divide_and_conquer/clades/clade_001/shuffle_03/group_001_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,58.45955686853766,64.56076923076922,13,2.4272058,4.5900555
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/T1214/run2/divide_and_conquer/clades/clade_001/shuffle_03/group_004_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,51.1398670605613,34.387692307692305,13,28.979782,30.251968
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/T1214/run2/divide_and_conquer/clades/clade_001/shuffle_04/group_003_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,53.98088626292466,63.044615384615376,13,4.667921,2.7391045
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/T1214/run2/divide_and_conquer/clades/clade_001/shuffle_04/group_002_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,63.10635155096012,67.26512820512819,13,1.4878618,5.884732
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/T1214/run2/divide_and_conquer/clades/clade_001/shuffle_04/group_006_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,55.14135893648449,60.68025641025641,13,3.1267774,4.081623
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/T1214/run2/divide_and_conquer/clades/clade_001/shuffle_04/group_005_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,56.20757754800591,60.02282051282052,13,3.3826942,3.7448933
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/T1214/run2/divide_and_conquer/clades/clade_001/shuffle_04/group_008_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,53.387119645494835,62.34358974358973,17,3.706074,3.470471
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/T1214/run2/divide_and_conquer/clades/clade_001/shuffle_04/group_007_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,69.19553914327918,68.08871794871796,13,2.9595509,4.2265115
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/T1214/run2/divide_and_conquer/clades/clade_001/shuffle_04/group_001_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,52.941624815361884,36.83846153846154,13,28.905823,30.39705
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/T1214/run2/divide_and_conquer/clades/clade_001/shuffle_04/group_004_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,51.852067946824235,57.62538461538461,13,3.929142,3.6042495
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/T1214/run2/divide_and_conquer/clades/clade_001/shuffle_05/group_003_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,54.658951255539144,59.957692307692305,13,3.555586,3.7367795
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/T1214/run2/divide_and_conquer/clades/clade_001/shuffle_05/group_002_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,55.837223042836044,62.326410256410256,13,4.3900642,2.7329564
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/T1214/run2/divide_and_conquer/clades/clade_001/shuffle_05/group_006_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,61.22719350073855,65.6453846153846,13,3.4295964,3.8746367
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/T1214/run2/divide_and_conquer/clades/clade_001/shuffle_05/group_005_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,55.96654357459381,62.586153846153834,13,3.4389918,3.6256964
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/T1214/run2/divide_and_conquer/clades/clade_001/shuffle_05/group_008_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,69.92630723781389,71.41871794871794,17,2.3608038,5.025079
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/T1214/run2/divide_and_conquer/clades/clade_001/shuffle_05/group_007_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,56.82128508124076,57.004102564102574,13,3.4111753,4.313066
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/T1214/run2/divide_and_conquer/clades/clade_001/shuffle_05/group_001_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,57.67075332348597,64.19461538461539,13,3.1401746,4.3386126
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/T1214/run2/divide_and_conquer/clades/clade_001/shuffle_05/group_004_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,56.13240768094535,58.90358974358975,13,4.182078,3.3587964
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/T1214/run2/divide_and_conquer/clades/clade_001/shuffle_06/group_003_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,55.77189069423928,63.70307692307693,13,2.3112671,5.2913117
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/T1214/run2/divide_and_conquer/clades/clade_001/shuffle_06/group_002_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,50.53166912850813,62.374102564102564,13,4.9208093,2.848797
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/T1214/run2/divide_and_conquer/clades/clade_001/shuffle_06/group_006_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,55.8862481536189,62.922307692307676,13,3.588936,3.81433
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/T1214/run2/divide_and_conquer/clades/clade_001/shuffle_06/group_005_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,53.17683899556869,61.23717948717949,13,3.824506,3.7939975
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/T1214/run2/divide_and_conquer/clades/clade_001/shuffle_06/group_008_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,57.95940915805023,65.73564102564104,17,4.418496,2.598514
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/T1214/run2/divide_and_conquer/clades/clade_001/shuffle_06/group_007_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,56.672156573116695,59.92692307692308,13,4.4961004,4.544776
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/T1214/run2/divide_and_conquer/clades/clade_001/shuffle_06/group_001_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,65.6073707533235,66.37538461538463,13,3.8374093,3.1234136
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/T1214/run2/divide_and_conquer/clades/clade_001/shuffle_06/group_004_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,56.716735598227466,59.953333333333326,13,4.1219788,2.850195
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/T1214/run2/divide_and_conquer/clades/clade_001/shuffle_07/group_003_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,57.12063515509601,64.4246153846154,13,2.8493934,4.4427047
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/T1214/run2/divide_and_conquer/clades/clade_001/shuffle_07/group_002_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,57.383013293943876,63.512564102564106,13,2.8557723,4.6788583
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/T1214/run2/divide_and_conquer/clades/clade_001/shuffle_07/group_006_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,55.9492023633678,60.0874358974359,13,3.8361173,3.5620527
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/T1214/run2/divide_and_conquer/clades/clade_001/shuffle_07/group_005_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,56.063618906942395,61.92923076923078,13,3.6635382,3.8988032
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/T1214/run2/divide_and_conquer/clades/clade_001/shuffle_07/group_008_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,63.342895125553916,66.37051282051283,17,4.1768417,2.9694662
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/T1214/run2/divide_and_conquer/clades/clade_001/shuffle_07/group_007_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,54.72064992614475,60.81948717948718,13,3.5645552,3.4220998
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/T1214/run2/divide_and_conquer/clades/clade_001/shuffle_07/group_001_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,58.81438700147711,66.10358974358975,13,3.663874,3.8070219
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/T1214/run2/divide_and_conquer/clades/clade_001/shuffle_07/group_004_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,63.29096011816839,65.61000000000003,13,2.805566,4.3311534
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/T1214/run2/divide_and_conquer/clades/clade_001/shuffle_08/group_003_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,52.45127031019203,37.861538461538466,13,3.3243222,4.0610795
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/T1214/run2/divide_and_conquer/clades/clade_001/shuffle_08/group_002_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,53.477311669128504,61.823846153846155,13,4.071804,3.0794861
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/T1214/run2/divide_and_conquer/clades/clade_001/shuffle_08/group_006_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,69.36868537666174,70.14589743589745,13,2.7336824,4.4922614
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/T1214/run2/divide_and_conquer/clades/clade_001/shuffle_08/group_005_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,56.13536189069424,61.060769230769225,13,2.331708,4.723615
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/T1214/run2/divide_and_conquer/clades/clade_001/shuffle_08/group_008_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,52.74604135893649,60.942564102564106,17,4.7870913,2.4510312
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/T1214/run2/divide_and_conquer/clades/clade_001/shuffle_08/group_007_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,49.53728212703103,61.11564102564103,13,3.5090852,4.2212415
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/T1214/run2/divide_and_conquer/clades/clade_001/shuffle_08/group_001_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,58.46494830132939,64.62410256410257,13,3.0872512,3.9643571
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/T1214/run2/divide_and_conquer/clades/clade_001/shuffle_08/group_004_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,53.31152141802067,59.325128205128216,13,4.717266,4.024785
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/T1214/run2/divide_and_conquer/clades/clade_001/shuffle_09/group_003_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,59.997060561299854,67.00999999999999,13,5.4056144,2.4166431
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/T1214/run2/divide_and_conquer/clades/clade_001/shuffle_09/group_002_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,51.866986706056124,58.897948717948715,13,4.8957615,3.159806
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/T1214/run2/divide_and_conquer/clades/clade_001/shuffle_09/group_006_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,59.955864106351555,63.592564102564104,13,2.9475555,4.178571
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/T1214/run2/divide_and_conquer/clades/clade_001/shuffle_09/group_005_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,58.53119645494831,62.63923076923078,13,3.6875443,3.8902776
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/T1214/run2/divide_and_conquer/clades/clade_001/shuffle_09/group_008_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,52.275361890694235,61.707179487179495,17,5.606219,1.8707083
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/T1214/run2/divide_and_conquer/clades/clade_001/shuffle_09/group_007_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,58.19283604135894,65.3779487179487,13,3.1865647,4.100341
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/T1214/run2/divide_and_conquer/clades/clade_001/shuffle_09/group_001_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,47.20856720827179,30.241794871794873,13,25.664177,27.52327
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/T1214/run2/divide_and_conquer/clades/clade_001/shuffle_09/group_004_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,67.93562776957164,66.9605128205128,13,2.196134,4.7714043
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/T1214/run2/divide_and_conquer/clades/clade_001/shuffle_10/group_003_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,55.37824224519941,59.60923076923078,13,4.786262,2.840934
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/T1214/run2/divide_and_conquer/clades/clade_001/shuffle_10/group_002_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,62.9661447562777,62.68282051282051,13,2.9700022,4.1128836
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/T1214/run2/divide_and_conquer/clades/clade_001/shuffle_10/group_006_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,54.60698670605614,58.13025641025641,13,4.529092,5.012173
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/T1214/run2/divide_and_conquer/clades/clade_001/shuffle_10/group_005_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,53.69149187592319,61.49538461538461,13,4.229537,3.292886
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/T1214/run2/divide_and_conquer/clades/clade_001/shuffle_10/group_008_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,67.39261447562777,68.30102564102565,17,3.426391,3.62171
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/T1214/run2/divide_and_conquer/clades/clade_001/shuffle_10/group_007_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,46.818522895125554,42.26615384615385,13,5.2678647,6.6079154
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/T1214/run2/divide_and_conquer/clades/clade_001/shuffle_10/group_001_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,62.91131462333826,63.81307692307693,13,4.0139017,3.3547704
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/T1214/run2/divide_and_conquer/clades/clade_001/shuffle_10/group_004_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,64.76022156573116,64.75461538461538,13,4.1069407,2.701085
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/T1214/run2/divide_and_conquer/clades/clade_002/shuffle_01/group_003_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,57.52586410635154,64.38615384615386,13,5.858732,2.3548908
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/T1214/run2/divide_and_conquer/clades/clade_002/shuffle_01/group_002_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,62.389202363367794,64.83435897435898,13,5.307478,2.717147
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/T1214/run2/divide_and_conquer/clades/clade_002/shuffle_01/group_006_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,61.74992614475627,61.89128205128205,13,6.1218123,5.112474
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/T1214/run2/divide_and_conquer/clades/clade_002/shuffle_01/group_005_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,60.00713441654358,62.933846153846154,13,5.1991205,2.683085
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/T1214/run2/divide_and_conquer/clades/clade_002/shuffle_01/group_008_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,64.52413589364845,63.49615384615387,17,4.848418,3.2619865
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/T1214/run2/divide_and_conquer/clades/clade_002/shuffle_01/group_007_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,55.25177252584933,60.797948717948714,13,8.475569,4.0794454
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/T1214/run2/divide_and_conquer/clades/clade_002/shuffle_01/group_001_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,65.33655834564254,64.36179487179486,13,3.8996193,4.1329584
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/T1214/run2/divide_and_conquer/clades/clade_002/shuffle_01/group_004_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,58.53258493353028,43.84179487179487,13,9.494003,8.586037
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/T1214/run2/divide_and_conquer/clades/clade_002/shuffle_02/group_003_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,54.85602658788774,40.99358974358974,13,5.9085765,6.622794
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/T1214/run2/divide_and_conquer/clades/clade_002/shuffle_02/group_002_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,57.72087149187592,49.73717948717949,13,6.73321,4.8158484
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/T1214/run2/divide_and_conquer/clades/clade_002/shuffle_02/group_006_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,59.649113737075325,64.82384615384616,13,6.050201,2.2777877
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/T1214/run2/divide_and_conquer/clades/clade_002/shuffle_02/group_005_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,64.27141802067946,62.934358974358986,13,6.0685115,2.7591903
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/T1214/run2/divide_and_conquer/clades/clade_002/shuffle_02/group_008_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,65.7569128508124,66.62666666666665,17,6.004505,2.377582
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/T1214/run2/divide_and_conquer/clades/clade_002/shuffle_02/group_007_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,63.864091580502226,67.25897435897436,13,5.0801806,3.0163326
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/T1214/run2/divide_and_conquer/clades/clade_002/shuffle_02/group_001_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,65.38330871491875,67.52179487179488,13,5.0269165,3.1538432
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/T1214/run2/divide_and_conquer/clades/clade_002/shuffle_02/group_004_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,56.779586410635154,59.64333333333334,13,4.489059,3.5736535
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/T1214/run2/divide_and_conquer/clades/clade_002/shuffle_03/group_003_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,68.12115214180207,64.97051282051282,13,5.0184345,2.883482
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/T1214/run2/divide_and_conquer/clades/clade_002/shuffle_03/group_002_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,64.19775480059084,63.01,13,5.8293133,2.5041769
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/T1214/run2/divide_and_conquer/clades/clade_002/shuffle_03/group_006_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,58.745701624815354,60.13435897435898,13,6.4880176,4.978014
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/T1214/run2/divide_and_conquer/clades/clade_002/shuffle_03/group_005_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,55.0207976366322,57.08307692307693,13,5.2949257,4.826581
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/T1214/run2/divide_and_conquer/clades/clade_002/shuffle_03/group_008_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,69.70819793205317,69.02564102564102,17,5.0121937,3.297387
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/T1214/run2/divide_and_conquer/clades/clade_002/shuffle_03/group_007_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,64.20493353028066,51.59179487179487,13,7.417504,6.8557053
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/T1214/run2/divide_and_conquer/clades/clade_002/shuffle_03/group_001_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,63.35420974889217,66.77794871794872,13,5.8352757,2.5973854
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/T1214/run2/divide_and_conquer/clades/clade_002/shuffle_03/group_004_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,60.73276218611522,58.16102564102563,13,6.895084,4.115033
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/T1214/run2/divide_and_conquer/clades/clade_002/shuffle_04/group_003_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,59.409010339734124,62.08923076923077,13,5.900621,2.628228
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/T1214/run2/divide_and_conquer/clades/clade_002/shuffle_04/group_002_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,61.143412112259966,53.3174358974359,13,5.8980575,2.8937075
