1ake_rmsd,4ake_rmsd,pLDDT,pdb_path
2.132197,6.0642886,92.45359813084112,results_updated/KAD_ECOLI/run2/m_fold_sampling_voting_random/03_recompile/1ake_rmsd/prediction/bin_19/bin19_sequences_unrelaxed_rank_019_alphafold2_ptm_model_4_seed_004.pdb
2.0495589,5.926536,93.12556074766357,results_updated/KAD_ECOLI/run2/m_fold_sampling_voting_random/03_recompile/1ake_rmsd/prediction/bin_19/bin19_sequences_unrelaxed_rank_014_alphafold2_ptm_model_4_seed_007.pdb
1.740808,6.2084646,93.89275700934581,results_updated/KAD_ECOLI/run2/m_fold_sampling_voting_random/03_recompile/1ake_rmsd/prediction/bin_19/bin19_sequences_unrelaxed_rank_003_alphafold2_ptm_model_3_seed_000.pdb
1.6953971,6.2484202,92.13037383177571,results_updated/KAD_ECOLI/run2/m_fold_sampling_voting_random/03_recompile/1ake_rmsd/prediction/bin_19/bin19_sequences_unrelaxed_rank_026_alphafold2_ptm_model_2_seed_004.pdb
1.8210243,6.326324,90.54700934579438,results_updated/KAD_ECOLI/run2/m_fold_sampling_voting_random/03_recompile/1ake_rmsd/prediction/bin_19/bin19_sequences_unrelaxed_rank_034_alphafold2_ptm_model_1_seed_001.pdb
1.8777096,6.3512177,89.86172897196263,results_updated/KAD_ECOLI/run2/m_fold_sampling_voting_random/03_recompile/1ake_rmsd/prediction/bin_19/bin19_sequences_unrelaxed_rank_038_alphafold2_ptm_model_1_seed_003.pdb
2.075151,6.129175,94.00616822429906,results_updated/KAD_ECOLI/run2/m_fold_sampling_voting_random/03_recompile/1ake_rmsd/prediction/bin_19/bin19_sequences_unrelaxed_rank_002_alphafold2_ptm_model_3_seed_005.pdb
2.233661,6.024473,91.74943925233647,results_updated/KAD_ECOLI/run2/m_fold_sampling_voting_random/03_recompile/1ake_rmsd/prediction/bin_19/bin19_sequences_unrelaxed_rank_029_alphafold2_ptm_model_5_seed_002.pdb
1.6475078,6.2531443,92.34841121495326,results_updated/KAD_ECOLI/run2/m_fold_sampling_voting_random/03_recompile/1ake_rmsd/prediction/bin_19/bin19_sequences_unrelaxed_rank_022_alphafold2_ptm_model_2_seed_002.pdb
2.1856565,5.9640975,93.30397196261684,results_updated/KAD_ECOLI/run2/m_fold_sampling_voting_random/03_recompile/1ake_rmsd/prediction/bin_19/bin19_sequences_unrelaxed_rank_010_alphafold2_ptm_model_4_seed_005.pdb
1.9164755,6.077077,93.09448598130842,results_updated/KAD_ECOLI/run2/m_fold_sampling_voting_random/03_recompile/1ake_rmsd/prediction/bin_19/bin19_sequences_unrelaxed_rank_013_alphafold2_ptm_model_4_seed_000.pdb
1.9661411,6.0316586,92.91920560747663,results_updated/KAD_ECOLI/run2/m_fold_sampling_voting_random/03_recompile/1ake_rmsd/prediction/bin_19/bin19_sequences_unrelaxed_rank_015_alphafold2_ptm_model_4_seed_003.pdb
1.9074974,6.16376,93.19308411214953,results_updated/KAD_ECOLI/run2/m_fold_sampling_voting_random/03_recompile/1ake_rmsd/prediction/bin_19/bin19_sequences_unrelaxed_rank_012_alphafold2_ptm_model_3_seed_004.pdb
2.213634,6.070823,90.04018691588784,results_updated/KAD_ECOLI/run2/m_fold_sampling_voting_random/03_recompile/1ake_rmsd/prediction/bin_19/bin19_sequences_unrelaxed_rank_036_alphafold2_ptm_model_5_seed_001.pdb
1.9217787,6.0934844,93.64102803738318,results_updated/KAD_ECOLI/run2/m_fold_sampling_voting_random/03_recompile/1ake_rmsd/prediction/bin_19/bin19_sequences_unrelaxed_rank_005_alphafold2_ptm_model_3_seed_002.pdb
2.0655808,6.1965523,90.16785046728971,results_updated/KAD_ECOLI/run2/m_fold_sampling_voting_random/03_recompile/1ake_rmsd/prediction/bin_19/bin19_sequences_unrelaxed_rank_035_alphafold2_ptm_model_5_seed_000.pdb
1.7548813,6.152882,93.51658878504672,results_updated/KAD_ECOLI/run2/m_fold_sampling_voting_random/03_recompile/1ake_rmsd/prediction/bin_19/bin19_sequences_unrelaxed_rank_007_alphafold2_ptm_model_3_seed_007.pdb
1.8946365,6.2893205,90.7727570093458,results_updated/KAD_ECOLI/run2/m_fold_sampling_voting_random/03_recompile/1ake_rmsd/prediction/bin_19/bin19_sequences_unrelaxed_rank_033_alphafold2_ptm_model_1_seed_004.pdb
2.1715884,6.0266623,92.77771028037384,results_updated/KAD_ECOLI/run2/m_fold_sampling_voting_random/03_recompile/1ake_rmsd/prediction/bin_19/bin19_sequences_unrelaxed_rank_017_alphafold2_ptm_model_4_seed_002.pdb
1.8263118,6.211065,93.77766355140186,results_updated/KAD_ECOLI/run2/m_fold_sampling_voting_random/03_recompile/1ake_rmsd/prediction/bin_19/bin19_sequences_unrelaxed_rank_004_alphafold2_ptm_model_1_seed_006.pdb
2.0009885,6.280658,92.81757009345795,results_updated/KAD_ECOLI/run2/m_fold_sampling_voting_random/03_recompile/1ake_rmsd/prediction/bin_19/bin19_sequences_unrelaxed_rank_016_alphafold2_ptm_model_1_seed_005.pdb
2.1416774,6.085201,88.88406542056076,results_updated/KAD_ECOLI/run2/m_fold_sampling_voting_random/03_recompile/1ake_rmsd/prediction/bin_19/bin19_sequences_unrelaxed_rank_040_alphafold2_ptm_model_5_seed_004.pdb
1.6569332,6.203355,91.43971962616824,results_updated/KAD_ECOLI/run2/m_fold_sampling_voting_random/03_recompile/1ake_rmsd/prediction/bin_19/bin19_sequences_unrelaxed_rank_031_alphafold2_ptm_model_2_seed_001.pdb
1.7004068,6.2080183,91.99757009345794,results_updated/KAD_ECOLI/run2/m_fold_sampling_voting_random/03_recompile/1ake_rmsd/prediction/bin_19/bin19_sequences_unrelaxed_rank_028_alphafold2_ptm_model_2_seed_000.pdb
1.6633569,6.230923,91.61710280373832,results_updated/KAD_ECOLI/run2/m_fold_sampling_voting_random/03_recompile/1ake_rmsd/prediction/bin_19/bin19_sequences_unrelaxed_rank_030_alphafold2_ptm_model_2_seed_003.pdb
1.679112,6.2376494,92.31747663551403,results_updated/KAD_ECOLI/run2/m_fold_sampling_voting_random/03_recompile/1ake_rmsd/prediction/bin_19/bin19_sequences_unrelaxed_rank_023_alphafold2_ptm_model_2_seed_006.pdb
