Sequence_Header,Bin_Assignment,Vote_Count,Total_Votes
tr|E4YB47|E4YB47_OIKDI,25,13,79
tr|W5K9F8|W5K9F8_ASTMX,25,12,79
UniRef100_I3CH11,25,12,79
UniRef100_UPI000C6DF6CF,24,12,79
tr|C5DES3|C5DES3_LACTC,25,13,79
UniRef100_A0A819H3P3,25,16,79
tr|C5KN15|C5KN15_PERM5,52,12,79
UniRef100_A4HY56,25,18,79
tr|A0A154LEA6|A0A154LEA6_9PROT,25,13,79
UniRef100_A0A553RQL9,25,13,79
tr|M0RJL1|M0RJL1_MUSAM,25,12,79
UniRef100_A0A2X0LZS8,25,12,79
tr|A0A1E5AAY5|A0A1E5AAY5_9RHOB,24,13,79
UniRef100_A0A2A3E815,25,18,79
UniRef100_UPI001E1C197D,25,14,79
tr|A0A068XMN3|A0A068XMN3_HYMMI,25,12,79
UniRef100_A0A553QTP9,25,13,79
tr|A0A1I8CCZ9|A0A1I8CCZ9_9BILA,25,17,79
UniRef100_A0A226PRJ4,25,17,79
tr|A0A1B7TGM0|A0A1B7TGM0_9ASCO,25,12,79
UniRef100_A0A673SWH9,25,12,79
tr|A0A0E0YJ71|A0A0E0YJ71_ALTME,52,12,79
tr|A0A1R2BZS1|A0A1R2BZS1_9CILI,25,14,79
tr|G3TZS1|G3TZS1_LOXAF,52,13,79
tr|G5BNJ6|G5BNJ6_HETGA,25,13,79
tr|K1PYT1|K1PYT1_CRAGI,24,16,79
tr|A0A1J3G363|A0A1J3G363_NOCCA,52,12,79
tr|I1FMI2|I1FMI2_AMPQE,25,14,79
tr|K3W6B6|K3W6B6_PYTUL,25,14,79
tr|A0A072V9A7|A0A072V9A7_MEDTR,24,13,79
UniRef100_A0A2H1VFG7,25,12,79
tr|A0A0N5ASJ6|A0A0N5ASJ6_9BILA,25,14,79
UniRef100_A0A1R2BPE9,25,14,79
tr|A0A0T6YDL4|A0A0T6YDL4_9RHIZ,25,14,79
tr|D6WA23|D6WA23_TRICA,25,12,79
tr|H3CP38|H3CP38_TETNG,25,12,79
tr|G3JK53|G3JK53_CORMM,25,15,79
UniRef100_A0A7S0MTY0,33,12,79
UniRef100_A0A0F8V2V3,25,12,79
UniRef100_A0A8C3BDE0,24,14,79
tr|L9JGQ6|L9JGQ6_TUPCH,24,12,79
UniRef100_UPI00129EAAA1,25,12,79
tr|A0A0L9SUM5|A0A0L9SUM5_9HYPO,25,16,79
UniRef100_A0A093W1N4,25,13,79
tr|W5Q516|W5Q516_SHEEP,25,21,79
tr|A0A0K9QU06|A0A0K9QU06_SPIOL,52,13,79
tr|F6HHF9|F6HHF9_VITVI,24,12,79
tr|A0A132NR65|A0A132NR65_GIAIN,25,13,79
UniRef100_A0A1B0CGM7,25,12,79
UniRef100_A0A813MIF0,25,17,79
UniRef100_W5NCA7,52,14,79
tr|A0A0Q6D3S5|A0A0Q6D3S5_9RHIZ,25,13,79
tr|A0A151LAT5|A0A151LAT5_9APIC,25,16,79
UniRef100_A0A183IRV2,25,12,79
UniRef100_G7DY04,24,12,79
tr|A0A0N4ZUB1|A0A0N4ZUB1_PARTI,25,17,79
tr|A0A0C2XB45|A0A0C2XB45_AMAMU,25,13,79
UniRef100_A0A8J4QGD6,26,12,79
tr|A0A1Q4RRW6|A0A1Q4RRW6_9CYAN,25,14,79
UniRef100_A0A0M0K5Y8,25,14,79
UniRef100_A0A7K4KNN7,24,13,79
tr|F0YNJ6|F0YNJ6_AURAN,25,18,79
UniRef100_A0A2Z5YUQ3,25,13,79
tr|A0A183QRS4|A0A183QRS4_9TREM,25,16,79
UniRef100_A0A0N4ZLA4,24,12,79
tr|A0A182UXH9|A0A182UXH9_ANOME,25,12,79
tr|A0A169WR63|A0A169WR63_DAUCA,25,15,79
UniRef100_H0WSU2,25,13,79
tr|B3NNV4|B3NNV4_DROER,25,19,79
tr|A0A1S3I2M6|A0A1S3I2M6_LINUN,25,16,79
tr|A0A0B7NQE4|A0A0B7NQE4_9FUNG,25,15,79
UniRef100_A0A6G0UDN0,52,13,79
tr|A0A1L8HZS0|A0A1L8HZS0_XENLA,25,15,79
UniRef100_A0A433Q3G3,24,13,79
tr|A0BVC5|A0BVC5_PARTE,25,12,79
UniRef100_A0A6P5PMV7,25,13,79
tr|A0A074ZUM9|A0A074ZUM9_9TREM,52,12,79
UniRef100_A0A2G5B659,25,14,79
tr|A0A177D0D0|A0A177D0D0_9PLEO,25,15,79
UniRef100_A0A239EK33,25,14,79
UniRef100_D8LY69,25,13,79
tr|Q17L75|Q17L75_AEDAE,24,13,79
tr|A0A1Q3FLD0|A0A1Q3FLD0_CULTA,25,12,79
UniRef100_A0A1B7N5E8,25,15,79
tr|Q26069|Q26069_PLAMG,25,13,79
UniRef100_UPI00035EFE57,25,15,79
tr|E4XJS7|E4XJS7_OIKDI,25,13,79
tr|A0A0R3TMP7|A0A0R3TMP7_HYMNN,25,13,79
tr|A0A1S3RCN9|A0A1S3RCN9_SALSA,26,12,79
UniRef100_A0A7N8XVT7,25,14,79
UniRef100_A0A2Y9M062,25,14,79
UniRef100_UPI0010BDB46A,25,12,79
tr|A0A0K9RNK1|A0A0K9RNK1_SPIOL,26,12,79
tr|M8BII4|M8BII4_AEGTA,53,16,79
UniRef100_A0A8C9Y1X3,25,12,79
tr|A0A1R2BI50|A0A1R2BI50_9CILI,53,13,79
UniRef100_S4RZM6,52,12,79
UniRef100_A0A811KP50,25,12,79
tr|A0A0M0LS36|A0A0M0LS36_9EUKA,24,12,79
UniRef100_A0A1B6MC38,25,14,79
tr|A0A0N7KNV5|A0A0N7KNV5_ORYSJ,29,12,79
tr|A0A0P0KLS6|A0A0P0KLS6_9PEZI,25,17,79
tr|A0A162LXP3|A0A162LXP3_9PROT,25,14,79
UniRef100_UPI000F33DF75,25,12,79
UniRef100_A0A2P4XYY3,25,13,79
tr|L9KH81|L9KH81_TUPCH,25,13,79
UniRef100_A0A6A5EZR8,25,13,79
tr|A0A0T6AVD7|A0A0T6AVD7_9SCAR,25,14,79
tr|A0A0K9PRJ6|A0A0K9PRJ6_ZOSMR,25,15,79
tr|A0A0M5J6E7|A0A0M5J6E7_DROBS,26,13,79
UniRef100_A0A8G1ECL7,25,13,79
UniRef100_A0A0A1TWE1,25,14,79
tr|A0A077ZX13|A0A077ZX13_STYLE,25,19,79
UniRef100_A0A670JIG8,25,19,79
UniRef100_UPI000F558069,25,16,79
tr|A0DTI2|A0DTI2_PARTE,51,12,79
UniRef100_A0A5D6YAD8,25,17,79
UniRef100_UPI001F012671,25,16,79
UniRef100_A0A7S1NSL7,25,14,79
UniRef100_A0A1I8INP0,25,12,79
UniRef100_F0WZZ0,52,12,79
tr|W6ZYK2|W6ZYK2_9APIC,25,12,79
tr|L1IPK6|L1IPK6_GUITH,52,15,79
tr|C1C3K0|C1C3K0_LITCT,28,12,79
tr|F2U812|F2U812_SALR5,25,13,79
UniRef100_A0A2E6KXV1,25,16,79
UniRef100_V5S9P1,25,13,79
UniRef100_I6ZI02,25,12,79
tr|M7SKA9|M7SKA9_EUTLA,25,12,79
tr|A0A0L7R6Q3|A0A0L7R6Q3_9HYME,25,15,79
UniRef100_A0A3B1JHN0,25,12,79
UniRef100_U6C0B7,25,12,79
tr|A0A0P1E0X1|A0A0P1E0X1_9RHOB,25,14,79
tr|A0A182F6I4|A0A182F6I4_ANOAL,25,15,79
tr|A0A0K8R303|A0A0K8R303_IXORI,24,15,79
tr|A0A078AQ37|A0A078AQ37_STYLE,52,14,79
UniRef100_UPI001E5A58F8,25,13,79
tr|T1H2B5|T1H2B5_MEGSC,25,12,79
UniRef100_A0A7L2VUH0,25,13,79
UniRef100_A0A8C7JHZ5,24,15,79
tr|A0A072UU40|A0A072UU40_MEDTR,25,14,79
UniRef100_A0A8B9LX93,25,12,79
tr|A0LDI7|A0LDI7_MAGMM,25,12,79
tr|C1E8H4|C1E8H4_MICCC,25,16,79
tr|A0A0C3BT74|A0A0C3BT74_9HOMO,26,14,79
UniRef100_UPI00193A8BE8,25,12,79
tr|A0A1B6AVS6|A0A1B6AVS6_9ACTN,25,14,79
UniRef100_A0A812VQ62,25,12,79
