PDB,plddt,2qke_tmscore,5jyt_tmscore,seq_count
/af_cluster_compar/KaiB/pred/2qke/KaiB_042_unrelaxed_rank_039_alphafold2_ptm_model_5_seed_003.pdb,77.15428571428572,0.9264,0.54318,6
/af_cluster_compar/KaiB/pred/2qke/KaiB_042_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_005.pdb,83.53791208791212,0.92772,0.53516,6
/af_cluster_compar/KaiB/pred/2qke/KaiB_042_unrelaxed_rank_038_alphafold2_ptm_model_5_seed_007.pdb,77.17351648351648,0.9274,0.54664,6
/af_cluster_compar/KaiB/pred/2qke/KaiB_042_unrelaxed_rank_013_alphafold2_ptm_model_1_seed_002.pdb,80.20637362637362,0.92081,0.55055,6
/af_cluster_compar/KaiB/pred/2qke/KaiB_042_unrelaxed_rank_026_alphafold2_ptm_model_4_seed_004.pdb,78.6913186813187,0.89634,0.5584,6
/af_cluster_compar/KaiB/pred/2qke/KaiB_042_unrelaxed_rank_030_alphafold2_ptm_model_5_seed_002.pdb,78.1574725274725,0.92829,0.54434,6
/af_cluster_compar/KaiB/pred/2qke/KaiB_042_unrelaxed_rank_015_alphafold2_ptm_model_5_seed_000.pdb,80.02296703296703,0.93066,0.54022,6
/af_cluster_compar/KaiB/pred/2qke/KaiB_042_unrelaxed_rank_019_alphafold2_ptm_model_1_seed_007.pdb,79.81384615384614,0.92443,0.54876,6
/af_cluster_compar/KaiB/pred/2qke/KaiB_042_unrelaxed_rank_014_alphafold2_ptm_model_4_seed_006.pdb,79.98758241758239,0.92289,0.54157,6
/af_cluster_compar/KaiB/pred/2qke/KaiB_042_unrelaxed_rank_016_alphafold2_ptm_model_1_seed_005.pdb,79.95516483516482,0.92395,0.53583,6
/af_cluster_compar/KaiB/pred/2qke/KaiB_042_unrelaxed_rank_035_alphafold2_ptm_model_2_seed_005.pdb,77.36153846153846,0.91175,0.55837,6
/af_cluster_compar/KaiB/pred/2qke/KaiB_042_unrelaxed_rank_008_alphafold2_ptm_model_3_seed_001.pdb,81.93043956043955,0.91707,0.54175,6
/af_cluster_compar/KaiB/pred/2qke/KaiB_042_unrelaxed_rank_033_alphafold2_ptm_model_4_seed_005.pdb,77.85142857142857,0.91351,0.55411,6
/af_cluster_compar/KaiB/pred/2qke/KaiB_042_unrelaxed_rank_028_alphafold2_ptm_model_4_seed_002.pdb,78.48725274725278,0.90992,0.5542,6
/af_cluster_compar/KaiB/pred/2qke/KaiB_042_unrelaxed_rank_021_alphafold2_ptm_model_5_seed_005.pdb,79.56593406593407,0.93098,0.53924,6
/af_cluster_compar/KaiB/pred/2qke/KaiB_042_unrelaxed_rank_031_alphafold2_ptm_model_2_seed_000.pdb,78.05527472527477,0.91134,0.55603,6
/af_cluster_compar/KaiB/pred/2qke/KaiB_042_unrelaxed_rank_010_alphafold2_ptm_model_1_seed_004.pdb,80.6252747252747,0.9233,0.54899,6
/af_cluster_compar/KaiB/pred/2qke/KaiB_042_unrelaxed_rank_029_alphafold2_ptm_model_2_seed_006.pdb,78.449010989011,0.91501,0.55255,6
/af_cluster_compar/KaiB/pred/2qke/KaiB_042_unrelaxed_rank_004_alphafold2_ptm_model_3_seed_004.pdb,83.02428571428572,0.92765,0.53633,6
/af_cluster_compar/KaiB/pred/2qke/KaiB_042_unrelaxed_rank_005_alphafold2_ptm_model_3_seed_003.pdb,82.68857142857145,0.92304,0.53826,6
/af_cluster_compar/KaiB/pred/2qke/KaiB_042_unrelaxed_rank_022_alphafold2_ptm_model_5_seed_001.pdb,79.34912087912089,0.92878,0.53261,6
/af_cluster_compar/KaiB/pred/2qke/KaiB_042_unrelaxed_rank_006_alphafold2_ptm_model_3_seed_000.pdb,82.58076923076922,0.92368,0.54039,6
/af_cluster_compar/KaiB/pred/2qke/KaiB_042_unrelaxed_rank_020_alphafold2_ptm_model_2_seed_003.pdb,79.68780219780218,0.90648,0.57233,6
/af_cluster_compar/KaiB/pred/2qke/KaiB_042_unrelaxed_rank_011_alphafold2_ptm_model_1_seed_001.pdb,80.60109890109895,0.92351,0.54908,6
/af_cluster_compar/KaiB/pred/2qke/KaiB_042_unrelaxed_rank_012_alphafold2_ptm_model_5_seed_006.pdb,80.16131868131869,0.93153,0.53745,6
/af_cluster_compar/KaiB/pred/2qke/KaiB_042_unrelaxed_rank_002_alphafold2_ptm_model_3_seed_002.pdb,83.28318681318684,0.92768,0.53399,6
