PDB,plddt,seq_count,6fhz_tmscore,6hfb_tmscore
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_001/group_000038_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,90.01624728850325,13,0.82982,0.9142
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_001/group_000035_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,90.01741865509761,13,0.9369,0.81814
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_001/group_000047_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,90.08362255965294,13,0.85151,0.87804
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_001/group_000034_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,89.77312364425164,13,0.87087,0.87622
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_001/group_000040_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,91.23219088937094,13,0.871,0.87282
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_001/group_000065_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,89.74685466377441,13,0.87378,0.86825
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_001/group_000037_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,89.45462039045553,13,0.86638,0.87911
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_001/group_000014_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,89.60754880694144,13,0.83111,0.91766
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_001/group_000011_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,89.63689804772234,13,0.94462,0.80921
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_001/group_000006_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,89.06683297180045,13,0.84825,0.89338
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_001/group_000050_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,89.07544468546638,13,0.8979,0.8482
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_001/group_000068_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,88.89711496746204,13,0.95108,0.79853
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_001/group_000029_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,89.63748373101953,13,0.77896,0.96652
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_001/group_000051_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,89.22338394793925,13,0.86206,0.88014
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_001/group_000039_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,88.70626898047722,13,0.83779,0.89871
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_001/group_000002_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,90.0531453362256,13,0.92901,0.82186
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_001/group_000044_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,89.53251626898049,13,0.89255,0.84844
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_001/group_000062_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,88.81620390455532,13,0.80944,0.94066
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_001/group_000018_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,89.59644251626897,13,0.88526,0.86216
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_001/group_000055_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,89.66559652928416,13,0.86021,0.88135
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_001/group_000010_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,88.20767895878525,13,0.86732,0.88123
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_001/group_000069_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,88.92353579175705,13,0.81982,0.92364
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_001/group_000003_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,90.01206073752711,13,0.8743,0.86835
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_001/group_000033_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,89.75665943600868,13,0.87018,0.87384
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_001/group_000067_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,90.0080043383948,13,0.88649,0.85793
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_001/group_000012_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,90.47418655097616,13,0.87513,0.86239
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_001/group_000028_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,90.20926247288503,13,0.90032,0.84672
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_001/group_000054_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,88.63069414316703,13,0.85025,0.89475
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_001/group_000019_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,90.15173535791756,13,0.90858,0.83797
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_001/group_000009_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,89.02188720173535,13,0.79119,0.95255
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_001/group_000024_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,90.01203904555315,13,0.89087,0.8572
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_001/group_000041_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,88.7648590021692,13,0.90273,0.83478
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_001/group_000026_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,89.33670281995661,13,0.90284,0.84353
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_001/group_000025_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,89.38442516268981,13,0.82032,0.92817
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_001/group_000072_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,88.51819956616052,13,0.81489,0.9286
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_001/group_000030_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,90.4710629067245,13,0.86997,0.87396
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_001/group_000043_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,88.08683297180043,13,0.90207,0.84185
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_001/group_000070_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,90.22054229934923,13,0.90162,0.84453
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_001/group_000059_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,88.42383947939263,13,0.89821,0.84788
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_001/group_000057_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,90.17859002169197,13,0.94643,0.80891
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_001/group_000021_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,88.98266811279827,13,0.89556,0.84954
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_001/group_000048_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,89.98453362255964,13,0.82544,0.92411
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_001/group_000045_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,88.83568329718004,13,0.83904,0.91726
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_001/group_000064_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,89.50420824295011,13,0.93068,0.82213
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_001/group_000005_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,90.44624728850326,13,0.92945,0.82391
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_002/group_000096_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,89.3961388286334,13,0.89054,0.85434
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_002/group_000083_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,90.89620390455532,13,0.87588,0.87162
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_002/group_000118_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,89.2122125813449,13,0.8228,0.92714
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_002/group_000109_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,90.01850325379611,13,0.82692,0.92051
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_002/group_000079_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,88.66715835141,13,0.80578,0.94525
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_002/group_000120_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,89.30568329718004,13,0.83495,0.9102
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_002/group_000130_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,89.35655097613882,13,0.88811,0.85398
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_002/group_000101_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,89.22898047722342,13,0.88885,0.85614
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_002/group_000112_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,90.65225596529285,13,0.87543,0.87375
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_002/group_000139_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,89.10234273318872,13,0.94063,0.8168
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_002/group_000148_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,89.64472885032538,13,0.90509,0.83884
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_002/group_000149_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,88.78971800433838,13,0.91826,0.83137
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_002/group_000135_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,88.47249457700653,13,0.94757,0.80732
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_002/group_000098_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,89.2456399132321,13,0.903,0.84297
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_002/group_000076_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,90.9834273318872,13,0.91849,0.82821
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_002/group_000125_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,88.49145336225595,13,0.95082,0.80096
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_002/group_000126_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,89.25704989154013,13,0.84237,0.90394
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_002/group_000128_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,90.12861171366593,13,0.91346,0.83373
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_002/group_000131_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,90.14997830802604,13,0.89035,0.85409
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_002/group_000110_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,90.09839479392625,13,0.89678,0.84758
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_002/group_000094_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,89.62073752711497,13,0.89184,0.85294
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_002/group_000138_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,89.73865509761387,13,0.8187,0.92955
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_002/group_000103_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,88.99353579175705,13,0.87504,0.86951
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_002/group_000106_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,89.35440347071585,13,0.86964,0.87428
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_002/group_000132_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,89.69138828633405,13,0.88348,0.86417
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_002/group_000080_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,89.50386117136661,13,0.85126,0.88524
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_002/group_000150_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,89.02403470715834,13,0.82282,0.92461
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_002/group_000084_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,89.62425162689804,13,0.9195,0.82518
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_002/group_000078_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,89.452863340564,13,0.88203,0.86587
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_002/group_000122_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,89.78420824295011,13,0.90484,0.83331
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_002/group_000077_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,89.61368763557485,13,0.916,0.82627
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_002/group_000089_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,90.35180043383946,13,0.85759,0.88201
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_002/group_000105_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,90.37609544468548,13,0.84312,0.90278
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_002/group_000142_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,89.80143167028201,13,0.88913,0.85816
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_002/group_000100_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,89.6467895878525,13,0.88342,0.86353
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_002/group_000147_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,89.20253796095446,13,0.78779,0.95989
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_002/group_000129_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,89.22056399132322,13,0.83887,0.90788
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_002/group_000102_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,89.4016485900217,13,0.87505,0.87056
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_002/group_000113_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,89.08403470715837,13,0.84434,0.8989
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_002/group_000117_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,88.80783080260305,13,0.8576,0.89174
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_002/group_000137_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,87.25661605206072,13,0.94616,0.80628
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_002/group_000082_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,88.83297180043384,13,0.84656,0.8993
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_002/group_000143_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,89.14379609544467,13,0.84504,0.89643
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_002/group_000119_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,88.13802603036878,13,0.884,0.86489
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_002/group_000093_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,88.44099783080262,13,0.80504,0.94437
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_002/group_000092_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,89.61874186550978,13,0.84704,0.90102
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_002/group_000104_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,89.70726681127984,13,0.86744,0.87904
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_002/group_000145_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,89.64308026030369,13,0.89763,0.84869
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_002/group_000097_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,89.14462039045553,13,0.9182,0.81981
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_002/group_000123_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,89.89483731019524,13,0.83167,0.92208
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_002/group_000090_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,89.2172885032538,13,0.91178,0.83765
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_002/group_000146_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,88.98431670281997,13,0.8624,0.87563
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_002/group_000114_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,90.44926247288504,13,0.88199,0.86101
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_002/group_000136_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,88.6097180043384,13,0.81634,0.93307
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_002/group_000134_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,90.32388286334056,13,0.83876,0.8951
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_002/group_000085_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,89.14754880694143,13,0.85449,0.88553
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_002/group_000141_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,90.20511930585683,13,0.85061,0.89718
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_002/group_000108_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,90.2275054229935,13,0.86551,0.87627
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_002/group_000091_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,89.30008676789588,13,0.85415,0.8841
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_002/group_000099_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,89.91611713665944,13,0.84693,0.88914
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_002/group_000111_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,89.09607375271152,13,0.89278,0.85365
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_002/group_000081_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,88.20268980477222,13,0.94614,0.81013
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_002/group_000140_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,89.66481561822127,13,0.82775,0.9238
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_002/group_000127_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,89.49466377440348,13,0.93345,0.81656
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_002/group_000116_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,88.472863340564,13,0.9004,0.8565
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_002/group_000115_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,90.47160520607376,13,0.92244,0.82019
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_002/group_000088_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,90.67210412147504,13,0.92162,0.82202
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_002/group_000144_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,90.40091106290673,13,0.89456,0.85027
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_002/group_000087_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,89.17036876355748,13,0.84183,0.91638
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_002/group_000124_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,88.05859002169198,13,0.86888,0.8819
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_002/group_000086_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,90.09201735357917,13,0.87533,0.87184
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_002/group_000095_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,90.77676789587852,13,0.82819,0.91492
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_002/group_000121_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,89.8429284164859,13,0.91175,0.83311
