PDB,plddt,2qke_tmscore,seq_count,round
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_2qke/01_m_fold_sampling/round_1/01_sampling/sampling_42/group_18_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,75.62769230769231,0.88976,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_2qke/01_m_fold_sampling/round_1/01_sampling/sampling_42/group_43_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,64.21758241758242,0.68716,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_2qke/01_m_fold_sampling/round_1/01_sampling/sampling_42/group_25_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,66.71472527472528,0.80308,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_2qke/01_m_fold_sampling/round_1/01_sampling/sampling_42/group_3_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,81.25692307692309,0.91951,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_2qke/01_m_fold_sampling/round_1/01_sampling/sampling_42/group_34_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,82.94494505494505,0.48536,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_2qke/01_m_fold_sampling/round_1/01_sampling/sampling_42/group_57_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,53.997252747252745,0.5909,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_2qke/01_m_fold_sampling/round_1/01_sampling/sampling_42/group_9_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,60.324615384615406,0.6674,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_2qke/01_m_fold_sampling/round_1/01_sampling/sampling_42/group_47_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,79.58593406593405,0.47964,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_2qke/01_m_fold_sampling/round_1/01_sampling/sampling_42/group_35_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,66.32945054945056,0.68639,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_2qke/01_m_fold_sampling/round_1/01_sampling/sampling_42/group_24_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,77.63648351648352,0.90003,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_2qke/01_m_fold_sampling/round_1/01_sampling/sampling_42/group_40_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,57.00604395604396,0.5709,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_2qke/01_m_fold_sampling/round_1/01_sampling/sampling_42/group_1_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,70.66549450549451,0.85107,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_2qke/01_m_fold_sampling/round_1/01_sampling/sampling_42/group_30_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,78.24703296703295,0.92078,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_2qke/01_m_fold_sampling/round_1/01_sampling/sampling_42/group_26_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,75.78406593406592,0.92198,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_2qke/01_m_fold_sampling/round_1/01_sampling/sampling_42/group_39_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,78.95703296703296,0.91638,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_2qke/01_m_fold_sampling/round_1/01_sampling/sampling_42/group_59_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,70.05098901098901,0.84533,12,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_2qke/01_m_fold_sampling/round_1/01_sampling/sampling_42/group_11_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,66.76252747252748,0.68747,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_2qke/01_m_fold_sampling/round_1/01_sampling/sampling_42/group_49_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,62.92934065934067,0.8238,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_2qke/01_m_fold_sampling/round_1/01_sampling/sampling_42/group_45_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,68.12373626373626,0.83415,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_2qke/01_m_fold_sampling/round_1/01_sampling/sampling_42/group_2_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,63.201318681318675,0.76583,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_2qke/01_m_fold_sampling/round_1/01_sampling/sampling_42/group_36_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,64.69637362637363,0.86774,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_2qke/01_m_fold_sampling/round_1/01_sampling/sampling_38/group_20_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,76.77538461538461,0.8996,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_2qke/01_m_fold_sampling/round_1/01_sampling/sampling_38/group_44_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,58.8221978021978,0.73024,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_2qke/01_m_fold_sampling/round_1/01_sampling/sampling_38/group_16_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,69.03593406593406,0.86107,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_2qke/01_m_fold_sampling/round_1/01_sampling/sampling_38/group_8_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,62.22934065934066,0.7746,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_2qke/01_m_fold_sampling/round_1/01_sampling/sampling_38/group_48_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,63.93318681318682,0.65888,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_2qke/01_m_fold_sampling/round_1/01_sampling/sampling_38/group_56_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,54.079450549450556,0.70964,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_2qke/01_m_fold_sampling/round_1/01_sampling/sampling_38/group_6_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,80.51461538461538,0.92855,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_2qke/01_m_fold_sampling/round_1/01_sampling/sampling_38/group_19_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,50.987692307692306,0.4886,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_2qke/01_m_fold_sampling/round_1/01_sampling/sampling_38/group_13_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,70.30043956043956,0.85837,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_2qke/01_m_fold_sampling/round_1/01_sampling/sampling_38/group_54_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,57.15428571428571,0.79532,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_2qke/01_m_fold_sampling/round_1/01_sampling/sampling_38/group_28_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,69.26615384615384,0.83732,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_2qke/01_m_fold_sampling/round_1/01_sampling/sampling_38/group_32_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,53.618021978021986,0.74328,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_2qke/01_m_fold_sampling/round_1/01_sampling/sampling_38/group_22_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,53.3831868131868,0.57543,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_2qke/01_m_fold_sampling/round_1/01_sampling/sampling_38/group_7_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,67.21186813186812,0.78034,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_2qke/01_m_fold_sampling/round_1/01_sampling/sampling_38/group_21_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,59.76868131868132,0.71511,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_2qke/01_m_fold_sampling/round_1/01_sampling/sampling_38/group_41_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,79.13538461538461,0.91564,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_2qke/01_m_fold_sampling/round_1/01_sampling/sampling_38/group_31_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,68.29197802197803,0.82814,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_2qke/01_m_fold_sampling/round_1/01_sampling/sampling_38/group_58_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,67.51868131868132,0.70325,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_2qke/01_m_fold_sampling/round_1/01_sampling/sampling_38/group_50_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,64.70054945054945,0.84152,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_2qke/01_m_fold_sampling/round_1/01_sampling/sampling_38/group_46_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,65.00879120879122,0.88853,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_2qke/01_m_fold_sampling/round_1/01_sampling/sampling_38/group_17_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,56.81098901098901,0.7923,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_2qke/01_m_fold_sampling/round_1/01_sampling/sampling_38/group_14_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,76.55230769230769,0.9228,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_2qke/01_m_fold_sampling/round_1/01_sampling/sampling_38/group_4_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,63.0156043956044,0.76303,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_2qke/01_m_fold_sampling/round_1/01_sampling/sampling_38/group_12_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,67.16021978021978,0.85694,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_2qke/01_m_fold_sampling/round_1/01_sampling/sampling_38/group_38_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,62.44120879120881,0.68707,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_2qke/01_m_fold_sampling/round_1/01_sampling/sampling_38/group_15_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,57.13637362637363,0.76471,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_2qke/01_m_fold_sampling/round_1/01_sampling/sampling_38/group_23_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,71.35054945054945,0.85001,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_2qke/01_m_fold_sampling/round_1/01_sampling/sampling_38/group_51_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,76.6710989010989,0.91031,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_2qke/01_m_fold_sampling/round_1/01_sampling/sampling_38/group_5_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,63.35043956043955,0.79223,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_2qke/01_m_fold_sampling/round_1/01_sampling/sampling_38/group_55_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,64.37285714285714,0.65555,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_2qke/01_m_fold_sampling/round_1/01_sampling/sampling_38/group_53_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,55.26373626373626,0.48507,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_2qke/01_m_fold_sampling/round_1/01_sampling/sampling_38/group_33_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,79.80923076923078,0.90818,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_2qke/01_m_fold_sampling/round_1/01_sampling/sampling_38/group_52_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,59.78725274725275,0.49251,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_2qke/01_m_fold_sampling/round_1/01_sampling/sampling_38/group_27_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,76.7823076923077,0.90875,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_2qke/01_m_fold_sampling/round_1/01_sampling/sampling_38/group_42_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,64.52516483516483,0.86052,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_2qke/01_m_fold_sampling/round_1/01_sampling/sampling_38/group_10_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,83.84010989010989,0.51721,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_2qke/01_m_fold_sampling/round_1/01_sampling/sampling_38/group_37_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,75.69538461538463,0.91984,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_2qke/01_m_fold_sampling/round_1/01_sampling/sampling_38/group_29_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,62.48681318681319,0.82275,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_2qke/01_m_fold_sampling/round_1/01_sampling/sampling_38/group_18_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,69.63384615384615,0.85787,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_2qke/01_m_fold_sampling/round_1/01_sampling/sampling_38/group_43_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,64.02934065934066,0.67707,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_2qke/01_m_fold_sampling/round_1/01_sampling/sampling_38/group_25_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,63.208571428571425,0.70003,11,1
