PDB,plddt,5jyt_tmscore,seq_count,round
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_5jyt/01_m_fold_sampling/round_1/01_sampling/sampling_42/group_22_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,66.20395604395604,0.79058,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_5jyt/01_m_fold_sampling/round_1/01_sampling/sampling_42/group_7_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,91.62120879120877,0.79956,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_5jyt/01_m_fold_sampling/round_1/01_sampling/sampling_42/group_21_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,74.18857142857142,0.81561,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_5jyt/01_m_fold_sampling/round_1/01_sampling/sampling_42/group_41_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,64.22769230769231,0.46771,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_5jyt/01_m_fold_sampling/round_1/01_sampling/sampling_42/group_31_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,58.96043956043957,0.52075,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_5jyt/01_m_fold_sampling/round_1/01_sampling/sampling_42/group_46_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,84.31626373626375,0.75029,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_5jyt/01_m_fold_sampling/round_1/01_sampling/sampling_42/group_17_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,83.87747252747252,0.76912,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_5jyt/01_m_fold_sampling/round_1/01_sampling/sampling_42/group_14_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,87.66417582417581,0.80487,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_5jyt/01_m_fold_sampling/round_1/01_sampling/sampling_42/group_4_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,86.87637362637363,0.79239,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_5jyt/01_m_fold_sampling/round_1/01_sampling/sampling_42/group_12_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,84.54307692307692,0.75989,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_5jyt/01_m_fold_sampling/round_1/01_sampling/sampling_42/group_38_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,72.5510989010989,0.50437,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_5jyt/01_m_fold_sampling/round_1/01_sampling/sampling_42/group_15_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,87.82395604395604,0.80864,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_5jyt/01_m_fold_sampling/round_1/01_sampling/sampling_42/group_23_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,88.59714285714284,0.80982,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_5jyt/01_m_fold_sampling/round_1/01_sampling/sampling_42/group_5_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,85.57230769230769,0.76775,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_5jyt/01_m_fold_sampling/round_1/01_sampling/sampling_42/group_33_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,86.70065934065936,0.7511,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_5jyt/01_m_fold_sampling/round_1/01_sampling/sampling_42/group_27_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,70.62692307692308,0.81448,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_5jyt/01_m_fold_sampling/round_1/01_sampling/sampling_42/group_42_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,87.44461538461537,0.80591,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_5jyt/01_m_fold_sampling/round_1/01_sampling/sampling_42/group_10_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,87.37208791208789,0.79345,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_5jyt/01_m_fold_sampling/round_1/01_sampling/sampling_42/group_37_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,85.02802197802198,0.78516,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_5jyt/01_m_fold_sampling/round_1/01_sampling/sampling_42/group_29_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,86.62681318681318,0.77704,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_5jyt/01_m_fold_sampling/round_1/01_sampling/sampling_42/group_18_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,84.73670329670331,0.79784,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_5jyt/01_m_fold_sampling/round_1/01_sampling/sampling_42/group_43_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,86.84692307692306,0.77698,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_5jyt/01_m_fold_sampling/round_1/01_sampling/sampling_42/group_25_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,87.84472527472528,0.80473,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_5jyt/01_m_fold_sampling/round_1/01_sampling/sampling_42/group_3_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,81.67516483516484,0.79789,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_5jyt/01_m_fold_sampling/round_1/01_sampling/sampling_42/group_34_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,84.43791208791208,0.75248,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_5jyt/01_m_fold_sampling/round_1/01_sampling/sampling_42/group_9_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,87.12725274725274,0.81337,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_5jyt/01_m_fold_sampling/round_1/01_sampling/sampling_42/group_47_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,85.0556043956044,0.76763,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_5jyt/01_m_fold_sampling/round_1/01_sampling/sampling_42/group_35_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,87.19285714285715,0.81666,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_5jyt/01_m_fold_sampling/round_1/01_sampling/sampling_42/group_24_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,84.70923076923077,0.75573,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_5jyt/01_m_fold_sampling/round_1/01_sampling/sampling_42/group_40_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,82.17626373626375,0.8304,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_5jyt/01_m_fold_sampling/round_1/01_sampling/sampling_42/group_1_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,86.33175824175824,0.80264,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_5jyt/01_m_fold_sampling/round_1/01_sampling/sampling_42/group_30_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,87.39604395604395,0.79328,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_5jyt/01_m_fold_sampling/round_1/01_sampling/sampling_42/group_26_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,89.33362637362637,0.80682,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_5jyt/01_m_fold_sampling/round_1/01_sampling/sampling_42/group_39_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,81.65714285714284,0.80359,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_5jyt/01_m_fold_sampling/round_1/01_sampling/sampling_42/group_11_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,84.9443956043956,0.77999,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_5jyt/01_m_fold_sampling/round_1/01_sampling/sampling_42/group_49_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,83.57670329670329,0.77258,12,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_5jyt/01_m_fold_sampling/round_1/01_sampling/sampling_42/group_45_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,86.95384615384614,0.81971,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_5jyt/01_m_fold_sampling/round_1/01_sampling/sampling_42/group_2_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,82.08593406593407,0.78015,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_5jyt/01_m_fold_sampling/round_1/01_sampling/sampling_42/group_36_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,85.65120879120879,0.79125,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_5jyt/01_m_fold_sampling/round_1/01_sampling/sampling_38/group_20_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,85.47197802197802,0.77633,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_5jyt/01_m_fold_sampling/round_1/01_sampling/sampling_38/group_44_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,85.13967032967032,0.80251,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_5jyt/01_m_fold_sampling/round_1/01_sampling/sampling_38/group_16_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,86.78417582417583,0.79809,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_5jyt/01_m_fold_sampling/round_1/01_sampling/sampling_38/group_8_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,87.33890109890108,0.79574,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_5jyt/01_m_fold_sampling/round_1/01_sampling/sampling_38/group_48_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,74.37604395604394,0.75724,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_5jyt/01_m_fold_sampling/round_1/01_sampling/sampling_38/group_6_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,84.26868131868132,0.80241,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_5jyt/01_m_fold_sampling/round_1/01_sampling/sampling_38/group_19_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,88.34395604395606,0.75021,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_5jyt/01_m_fold_sampling/round_1/01_sampling/sampling_38/group_13_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,67.29351648351648,0.65978,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_5jyt/01_m_fold_sampling/round_1/01_sampling/sampling_38/group_28_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,87.98835164835164,0.7846,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_5jyt/01_m_fold_sampling/round_1/01_sampling/sampling_38/group_32_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,81.48120879120879,0.73938,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_5jyt/01_m_fold_sampling/round_1/01_sampling/sampling_38/group_22_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,85.15626373626374,0.76594,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_5jyt/01_m_fold_sampling/round_1/01_sampling/sampling_38/group_7_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,70.34593406593406,0.67975,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_5jyt/01_m_fold_sampling/round_1/01_sampling/sampling_38/group_21_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,87.52593406593407,0.79472,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_5jyt/01_m_fold_sampling/round_1/01_sampling/sampling_38/group_41_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,89.62791208791208,0.80707,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_5jyt/01_m_fold_sampling/round_1/01_sampling/sampling_38/group_31_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,89.96593406593408,0.80047,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_5jyt/01_m_fold_sampling/round_1/01_sampling/sampling_38/group_46_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,77.85758241758242,0.75172,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_5jyt/01_m_fold_sampling/round_1/01_sampling/sampling_38/group_17_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,56.9523076923077,0.53581,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_5jyt/01_m_fold_sampling/round_1/01_sampling/sampling_38/group_14_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,84.7834065934066,0.79603,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_5jyt/01_m_fold_sampling/round_1/01_sampling/sampling_38/group_4_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,85.18153846153845,0.79277,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_5jyt/01_m_fold_sampling/round_1/01_sampling/sampling_38/group_12_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,85.5765934065934,0.81589,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_5jyt/01_m_fold_sampling/round_1/01_sampling/sampling_38/group_38_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,82.17923076923077,0.75624,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_5jyt/01_m_fold_sampling/round_1/01_sampling/sampling_38/group_15_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,89.74208791208791,0.77595,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_5jyt/01_m_fold_sampling/round_1/01_sampling/sampling_38/group_23_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,87.92890109890108,0.79073,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_5jyt/01_m_fold_sampling/round_1/01_sampling/sampling_38/group_5_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,79.85714285714286,0.7615,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_5jyt/01_m_fold_sampling/round_1/01_sampling/sampling_38/group_33_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,86.8767032967033,0.82111,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_5jyt/01_m_fold_sampling/round_1/01_sampling/sampling_38/group_27_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,77.91032967032967,0.75387,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_5jyt/01_m_fold_sampling/round_1/01_sampling/sampling_38/group_42_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,85.18307692307692,0.78509,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_5jyt/01_m_fold_sampling/round_1/01_sampling/sampling_38/group_10_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,86.14901098901099,0.8023,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_5jyt/01_m_fold_sampling/round_1/01_sampling/sampling_38/group_37_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,86.91945054945054,0.77828,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_5jyt/01_m_fold_sampling/round_1/01_sampling/sampling_38/group_29_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,83.98736263736264,0.78016,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_5jyt/01_m_fold_sampling/round_1/01_sampling/sampling_38/group_18_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,73.3645054945055,0.75394,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_5jyt/01_m_fold_sampling/round_1/01_sampling/sampling_38/group_43_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,91.1510989010989,0.80621,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_5jyt/01_m_fold_sampling/round_1/01_sampling/sampling_38/group_25_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,83.33725274725275,0.77169,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_5jyt/01_m_fold_sampling/round_1/01_sampling/sampling_38/group_3_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,85.81923076923077,0.81219,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_5jyt/01_m_fold_sampling/round_1/01_sampling/sampling_38/group_34_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,87.59197802197802,0.81177,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_5jyt/01_m_fold_sampling/round_1/01_sampling/sampling_38/group_9_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,88.93296703296703,0.80974,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_5jyt/01_m_fold_sampling/round_1/01_sampling/sampling_38/group_47_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,88.65417582417584,0.77742,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_5jyt/01_m_fold_sampling/round_1/01_sampling/sampling_38/group_35_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,78.8921978021978,0.73426,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_5jyt/01_m_fold_sampling/round_1/01_sampling/sampling_38/group_24_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,85.5443956043956,0.76707,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_5jyt/01_m_fold_sampling/round_1/01_sampling/sampling_38/group_40_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,63.52065934065934,0.73265,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_5jyt/01_m_fold_sampling/round_1/01_sampling/sampling_38/group_1_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,83.26076923076923,0.79451,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_5jyt/01_m_fold_sampling/round_1/01_sampling/sampling_38/group_30_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,61.41802197802197,0.70815,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_5jyt/01_m_fold_sampling/round_1/01_sampling/sampling_38/group_26_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,81.08857142857143,0.76308,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_5jyt/01_m_fold_sampling/round_1/01_sampling/sampling_38/group_39_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,87.01296703296704,0.8129,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_5jyt/01_m_fold_sampling/round_1/01_sampling/sampling_38/group_11_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,87.82527472527472,0.80265,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_5jyt/01_m_fold_sampling/round_1/01_sampling/sampling_38/group_49_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,85.00912087912087,0.80444,12,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_5jyt/01_m_fold_sampling/round_1/01_sampling/sampling_38/group_45_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,83.34461538461538,0.79811,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_5jyt/01_m_fold_sampling/round_1/01_sampling/sampling_38/group_2_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,67.36494505494504,0.8223,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_5jyt/01_m_fold_sampling/round_1/01_sampling/sampling_38/group_36_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,83.98516483516484,0.77589,11,1
/fs/ess/PAA0203/xing244/AF_ClaSeq/results_updated/KaiB/run1/m_fold_sampling_voting_5jyt/01_m_fold_sampling/round_1/01_sampling/sampling_10/group_20_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_042.pdb,86.88516483516483,0.80163,11,1
