PDB,plddt,seq_count,6nc7_tmscore,6nc9_tmscore
results_updated/MurJ/run2/divide_and_conquer/clades/clade_001/shuffle_02/group_004_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,76.76132631578947,11,0.76032,0.77963
results_updated/MurJ/run2/divide_and_conquer/clades/clade_001/shuffle_03/group_003_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,75.43867368421051,11,0.71989,0.7611
results_updated/MurJ/run2/divide_and_conquer/clades/clade_001/shuffle_03/group_002_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,74.51467368421054,11,0.72722,0.7216
results_updated/MurJ/run2/divide_and_conquer/clades/clade_001/shuffle_03/group_006_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,75.89298947368421,11,0.71006,0.7403
results_updated/MurJ/run2/divide_and_conquer/clades/clade_001/shuffle_03/group_009_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,75.01962105263158,11,0.70487,0.7611
results_updated/MurJ/run2/divide_and_conquer/clades/clade_001/shuffle_03/group_005_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,74.20063157894738,11,0.73282,0.7319
results_updated/MurJ/run2/divide_and_conquer/clades/clade_001/shuffle_03/group_008_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,73.42917894736843,11,0.72589,0.72025
results_updated/MurJ/run2/divide_and_conquer/clades/clade_001/shuffle_03/group_007_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,75.62151578947369,11,0.71204,0.72689
results_updated/MurJ/run2/divide_and_conquer/clades/clade_001/shuffle_03/group_001_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,74.13189473684211,11,0.72768,0.72873
results_updated/MurJ/run2/divide_and_conquer/clades/clade_001/shuffle_03/group_010_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,78.07644210526317,11,0.72672,0.74722
results_updated/MurJ/run2/divide_and_conquer/clades/clade_001/shuffle_03/group_004_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,60.18488421052631,11,0.61586,0.63406
results_updated/MurJ/run2/divide_and_conquer/clades/clade_001/shuffle_04/group_003_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,74.54088421052633,11,0.73699,0.72292
results_updated/MurJ/run2/divide_and_conquer/clades/clade_001/shuffle_04/group_002_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,74.8326105263158,11,0.71506,0.72935
results_updated/MurJ/run2/divide_and_conquer/clades/clade_001/shuffle_04/group_006_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,68.82214736842106,11,0.71872,0.76715
results_updated/MurJ/run2/divide_and_conquer/clades/clade_001/shuffle_04/group_009_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,76.33587368421053,11,0.72629,0.73837
results_updated/MurJ/run2/divide_and_conquer/clades/clade_001/shuffle_04/group_005_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,76.06452631578946,11,0.72057,0.73336
results_updated/MurJ/run2/divide_and_conquer/clades/clade_001/shuffle_04/group_008_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,69.17755789473684,11,0.70614,0.78655
results_updated/MurJ/run2/divide_and_conquer/clades/clade_001/shuffle_04/group_007_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,59.16728421052631,11,0.60404,0.60729
results_updated/MurJ/run2/divide_and_conquer/clades/clade_001/shuffle_04/group_001_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,78.52233684210526,11,0.71062,0.73576
results_updated/MurJ/run2/divide_and_conquer/clades/clade_001/shuffle_04/group_010_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,79.15307368421053,11,0.73053,0.7585
results_updated/MurJ/run2/divide_and_conquer/clades/clade_001/shuffle_04/group_004_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,78.13978947368422,11,0.74248,0.7389
results_updated/MurJ/run2/divide_and_conquer/clades/clade_001/shuffle_05/group_003_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,77.81452631578946,11,0.72569,0.76506
results_updated/MurJ/run2/divide_and_conquer/clades/clade_001/shuffle_05/group_002_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,76.8549894736842,11,0.71604,0.74886
results_updated/MurJ/run2/divide_and_conquer/clades/clade_001/shuffle_05/group_006_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,75.08465263157895,11,0.72815,0.7331
results_updated/MurJ/run2/divide_and_conquer/clades/clade_001/shuffle_05/group_009_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,59.13231578947369,11,0.61175,0.60147
results_updated/MurJ/run2/divide_and_conquer/clades/clade_001/shuffle_05/group_005_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,76.19362105263158,11,0.72315,0.74281
results_updated/MurJ/run2/divide_and_conquer/clades/clade_001/shuffle_05/group_008_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,76.11105263157894,11,0.73026,0.74674
results_updated/MurJ/run2/divide_and_conquer/clades/clade_001/shuffle_05/group_007_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,72.56522105263157,11,0.72748,0.74115
results_updated/MurJ/run2/divide_and_conquer/clades/clade_001/shuffle_05/group_001_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,56.06551578947369,11,0.62884,0.65655
results_updated/MurJ/run2/divide_and_conquer/clades/clade_001/shuffle_05/group_010_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,57.82818947368421,11,0.59537,0.62436
results_updated/MurJ/run2/divide_and_conquer/clades/clade_001/shuffle_05/group_004_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,57.47757894736842,11,0.52886,0.56206
results_updated/MurJ/run2/divide_and_conquer/clades/clade_002/shuffle_01/group_003_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,65.80812631578948,11,0.65998,0.85575
results_updated/MurJ/run2/divide_and_conquer/clades/clade_002/shuffle_01/group_002_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,63.759389473684216,11,0.66257,0.80923
results_updated/MurJ/run2/divide_and_conquer/clades/clade_002/shuffle_01/group_006_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,64.40581052631579,11,0.53488,0.67559
results_updated/MurJ/run2/divide_and_conquer/clades/clade_002/shuffle_01/group_009_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,73.63903157894737,11,0.69667,0.88851
results_updated/MurJ/run2/divide_and_conquer/clades/clade_002/shuffle_01/group_005_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,66.78324210526316,11,0.69143,0.8717
results_updated/MurJ/run2/divide_and_conquer/clades/clade_002/shuffle_01/group_008_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,65.07442105263158,11,0.61091,0.76307
results_updated/MurJ/run2/divide_and_conquer/clades/clade_002/shuffle_01/group_007_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,69.99913684210526,11,0.70888,0.88485
results_updated/MurJ/run2/divide_and_conquer/clades/clade_002/shuffle_01/group_001_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,70.81103157894738,11,0.70827,0.8826
results_updated/MurJ/run2/divide_and_conquer/clades/clade_002/shuffle_01/group_010_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,68.39374736842105,11,0.6028,0.73774
results_updated/MurJ/run2/divide_and_conquer/clades/clade_002/shuffle_01/group_004_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,72.59589473684211,11,0.67548,0.8742
results_updated/MurJ/run2/divide_and_conquer/clades/clade_002/shuffle_02/group_003_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,66.45014736842106,11,0.6748,0.87329
results_updated/MurJ/run2/divide_and_conquer/clades/clade_002/shuffle_02/group_002_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,68.77461052631578,11,0.73037,0.88175
results_updated/MurJ/run2/divide_and_conquer/clades/clade_002/shuffle_02/group_006_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,74.68766315789473,11,0.713,0.91009
results_updated/MurJ/run2/divide_and_conquer/clades/clade_002/shuffle_02/group_009_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,72.71056842105264,11,0.65646,0.86302
results_updated/MurJ/run2/divide_and_conquer/clades/clade_002/shuffle_02/group_005_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,60.915200000000006,11,0.70739,0.86614
results_updated/MurJ/run2/divide_and_conquer/clades/clade_002/shuffle_02/group_008_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,69.87231578947367,11,0.68297,0.87691
results_updated/MurJ/run2/divide_and_conquer/clades/clade_002/shuffle_02/group_007_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,71.04757894736842,11,0.69557,0.89261
results_updated/MurJ/run2/divide_and_conquer/clades/clade_002/shuffle_02/group_001_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,67.73343157894737,11,0.57348,0.69895
results_updated/MurJ/run2/divide_and_conquer/clades/clade_002/shuffle_02/group_010_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,68.02437894736842,11,0.69183,0.86594
results_updated/MurJ/run2/divide_and_conquer/clades/clade_002/shuffle_02/group_004_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,71.28233684210527,11,0.68838,0.88767
results_updated/MurJ/run2/divide_and_conquer/clades/clade_002/shuffle_03/group_003_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,61.85385263157895,11,0.57317,0.68776
results_updated/MurJ/run2/divide_and_conquer/clades/clade_002/shuffle_03/group_002_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,72.00972631578948,11,0.70171,0.88104
results_updated/MurJ/run2/divide_and_conquer/clades/clade_002/shuffle_03/group_006_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,67.95437894736843,11,0.67897,0.8731
results_updated/MurJ/run2/divide_and_conquer/clades/clade_002/shuffle_03/group_009_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,65.63450526315789,11,0.69722,0.85941
results_updated/MurJ/run2/divide_and_conquer/clades/clade_002/shuffle_03/group_005_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,60.12515789473684,11,0.65602,0.83992
results_updated/MurJ/run2/divide_and_conquer/clades/clade_002/shuffle_03/group_008_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,73.50894736842105,11,0.70938,0.90101
results_updated/MurJ/run2/divide_and_conquer/clades/clade_002/shuffle_03/group_007_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,68.89248421052632,11,0.62255,0.75876
results_updated/MurJ/run2/divide_and_conquer/clades/clade_002/shuffle_03/group_001_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,60.5122105263158,11,0.67767,0.86018
results_updated/MurJ/run2/divide_and_conquer/clades/clade_002/shuffle_03/group_010_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,65.17012631578947,11,0.66205,0.8632
results_updated/MurJ/run2/divide_and_conquer/clades/clade_002/shuffle_03/group_004_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,70.99612631578948,11,0.7163,0.88711
results_updated/MurJ/run2/divide_and_conquer/clades/clade_002/shuffle_04/group_003_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,67.04703157894738,11,0.59616,0.70808
results_updated/MurJ/run2/divide_and_conquer/clades/clade_002/shuffle_04/group_002_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,66.85964210526316,11,0.71459,0.86214
results_updated/MurJ/run2/divide_and_conquer/clades/clade_002/shuffle_04/group_006_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,74.58766315789474,11,0.63963,0.74733
results_updated/MurJ/run2/divide_and_conquer/clades/clade_002/shuffle_04/group_009_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,63.15736842105264,11,0.60276,0.68785
results_updated/MurJ/run2/divide_and_conquer/clades/clade_002/shuffle_04/group_005_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,64.80957894736842,11,0.68407,0.87554
results_updated/MurJ/run2/divide_and_conquer/clades/clade_002/shuffle_04/group_008_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,72.34854736842105,11,0.76288,0.88523
results_updated/MurJ/run2/divide_and_conquer/clades/clade_002/shuffle_04/group_007_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,61.32494736842105,11,0.63145,0.8149
results_updated/MurJ/run2/divide_and_conquer/clades/clade_002/shuffle_04/group_001_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,66.56852631578948,11,0.6915,0.88785
results_updated/MurJ/run2/divide_and_conquer/clades/clade_002/shuffle_04/group_010_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,63.805873684210525,11,0.65374,0.83716
results_updated/MurJ/run2/divide_and_conquer/clades/clade_002/shuffle_04/group_004_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,67.7812,11,0.70468,0.8817
results_updated/MurJ/run2/divide_and_conquer/clades/clade_002/shuffle_05/group_003_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,70.70492631578946,11,0.69659,0.88212
results_updated/MurJ/run2/divide_and_conquer/clades/clade_002/shuffle_05/group_002_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,66.62347368421052,11,0.64926,0.83889
results_updated/MurJ/run2/divide_and_conquer/clades/clade_002/shuffle_05/group_006_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,70.12974736842105,11,0.68386,0.86896
results_updated/MurJ/run2/divide_and_conquer/clades/clade_002/shuffle_05/group_009_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,69.69134736842105,11,0.72547,0.87179
results_updated/MurJ/run2/divide_and_conquer/clades/clade_002/shuffle_05/group_005_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,67.58907368421053,11,0.69524,0.85427
results_updated/MurJ/run2/divide_and_conquer/clades/clade_002/shuffle_05/group_008_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,71.75665263157894,11,0.7232,0.88634
results_updated/MurJ/run2/divide_and_conquer/clades/clade_002/shuffle_05/group_007_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,67.70172631578949,11,0.68528,0.88616
results_updated/MurJ/run2/divide_and_conquer/clades/clade_002/shuffle_05/group_001_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,64.64633684210526,11,0.6794,0.85689
results_updated/MurJ/run2/divide_and_conquer/clades/clade_002/shuffle_05/group_010_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,68.31012631578947,11,0.70774,0.86846
results_updated/MurJ/run2/divide_and_conquer/clades/clade_002/shuffle_05/group_004_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,62.755136842105266,11,0.6868,0.83567
results_updated/MurJ/run2/divide_and_conquer/clades/clade_003/shuffle_01/group_003_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,66.78903157894737,11,0.60783,0.77519
results_updated/MurJ/run2/divide_and_conquer/clades/clade_003/shuffle_01/group_002_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,77.57383157894736,11,0.73969,0.76589
results_updated/MurJ/run2/divide_and_conquer/clades/clade_003/shuffle_01/group_006_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,77.07027368421053,11,0.75099,0.80961
results_updated/MurJ/run2/divide_and_conquer/clades/clade_003/shuffle_01/group_009_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,78.3217894736842,11,0.717,0.74768
results_updated/MurJ/run2/divide_and_conquer/clades/clade_003/shuffle_01/group_005_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,81.87423157894736,11,0.73107,0.83354
results_updated/MurJ/run2/divide_and_conquer/clades/clade_003/shuffle_01/group_008_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,80.31347368421054,11,0.73555,0.79851
results_updated/MurJ/run2/divide_and_conquer/clades/clade_003/shuffle_01/group_007_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,75.9899157894737,11,0.75541,0.8075
results_updated/MurJ/run2/divide_and_conquer/clades/clade_003/shuffle_01/group_001_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,78.78391578947368,11,0.73346,0.79712
results_updated/MurJ/run2/divide_and_conquer/clades/clade_003/shuffle_01/group_010_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,75.81564210526314,11,0.78206,0.78002
results_updated/MurJ/run2/divide_and_conquer/clades/clade_003/shuffle_01/group_004_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,78.80953684210526,11,0.72624,0.84622
results_updated/MurJ/run2/divide_and_conquer/clades/clade_003/shuffle_02/group_003_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,79.15991578947369,11,0.71655,0.86792
results_updated/MurJ/run2/divide_and_conquer/clades/clade_003/shuffle_02/group_002_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,82.26174736842106,11,0.73893,0.82109
results_updated/MurJ/run2/divide_and_conquer/clades/clade_003/shuffle_02/group_006_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,79.2258105263158,11,0.71986,0.82636
results_updated/MurJ/run2/divide_and_conquer/clades/clade_003/shuffle_02/group_009_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,76.30766315789474,11,0.69397,0.88226
results_updated/MurJ/run2/divide_and_conquer/clades/clade_003/shuffle_02/group_005_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,77.0748,11,0.71367,0.78854
results_updated/MurJ/run2/divide_and_conquer/clades/clade_003/shuffle_02/group_008_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,75.58658947368421,11,0.75616,0.73311
results_updated/MurJ/run2/divide_and_conquer/clades/clade_003/shuffle_02/group_007_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,77.07088421052632,11,0.71079,0.82015
results_updated/MurJ/run2/divide_and_conquer/clades/clade_003/shuffle_02/group_001_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,74.58684210526316,11,0.75197,0.79939
results_updated/MurJ/run2/divide_and_conquer/clades/clade_003/shuffle_02/group_010_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,77.44898947368422,11,0.67839,0.83616
results_updated/MurJ/run2/divide_and_conquer/clades/clade_003/shuffle_02/group_004_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,74.90016842105264,11,0.74825,0.79682
results_updated/MurJ/run2/divide_and_conquer/clades/clade_003/shuffle_03/group_003_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,78.64351578947368,11,0.76699,0.79615
results_updated/MurJ/run2/divide_and_conquer/clades/clade_003/shuffle_03/group_002_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,77.49804210526315,11,0.7346,0.81288
results_updated/MurJ/run2/divide_and_conquer/clades/clade_003/shuffle_03/group_006_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,76.77347368421053,11,0.69459,0.79439
results_updated/MurJ/run2/divide_and_conquer/clades/clade_003/shuffle_03/group_009_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,79.19536842105263,11,0.75622,0.80427
results_updated/MurJ/run2/divide_and_conquer/clades/clade_003/shuffle_03/group_005_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,62.69848421052631,11,0.60657,0.74581
results_updated/MurJ/run2/divide_and_conquer/clades/clade_003/shuffle_03/group_008_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,81.31271578947369,11,0.72496,0.84396
results_updated/MurJ/run2/divide_and_conquer/clades/clade_003/shuffle_03/group_007_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,76.91362105263158,11,0.69435,0.83009
results_updated/MurJ/run2/divide_and_conquer/clades/clade_003/shuffle_03/group_001_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,62.767515789473684,11,0.55017,0.65976
results_updated/MurJ/run2/divide_and_conquer/clades/clade_003/shuffle_03/group_010_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,82.08075789473685,11,0.73116,0.84084
results_updated/MurJ/run2/divide_and_conquer/clades/clade_003/shuffle_03/group_004_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,77.10646315789474,11,0.72183,0.78398
results_updated/MurJ/run2/divide_and_conquer/clades/clade_003/shuffle_04/group_003_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,80.27120000000002,11,0.71898,0.80082
results_updated/MurJ/run2/divide_and_conquer/clades/clade_003/shuffle_04/group_002_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,74.77277894736842,11,0.73947,0.81513
results_updated/MurJ/run2/divide_and_conquer/clades/clade_003/shuffle_04/group_006_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,74.83717894736841,11,0.77171,0.75505
results_updated/MurJ/run2/divide_and_conquer/clades/clade_003/shuffle_04/group_009_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,77.07907368421053,11,0.71358,0.76608
results_updated/MurJ/run2/divide_and_conquer/clades/clade_003/shuffle_04/group_005_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,81.44385263157895,11,0.7143,0.85914
results_updated/MurJ/run2/divide_and_conquer/clades/clade_003/shuffle_04/group_008_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,77.65602105263159,11,0.76866,0.76994
results_updated/MurJ/run2/divide_and_conquer/clades/clade_003/shuffle_04/group_007_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,81.1198105263158,11,0.68162,0.85093
results_updated/MurJ/run2/divide_and_conquer/clades/clade_003/shuffle_04/group_001_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,73.95347368421051,11,0.74184,0.82132
results_updated/MurJ/run2/divide_and_conquer/clades/clade_003/shuffle_04/group_010_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,78.92280000000001,11,0.74548,0.79969
results_updated/MurJ/run2/divide_and_conquer/clades/clade_003/shuffle_04/group_004_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,78.4733052631579,11,0.702,0.83977
results_updated/MurJ/run2/divide_and_conquer/clades/clade_003/shuffle_05/group_003_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,79.9874105263158,11,0.72233,0.84846
results_updated/MurJ/run2/divide_and_conquer/clades/clade_003/shuffle_05/group_002_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,68.24903157894737,11,0.61932,0.68449
results_updated/MurJ/run2/divide_and_conquer/clades/clade_003/shuffle_05/group_006_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,76.49416842105262,11,0.74538,0.76937
results_updated/MurJ/run2/divide_and_conquer/clades/clade_003/shuffle_05/group_009_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,79.10033684210526,11,0.77358,0.73768
results_updated/MurJ/run2/divide_and_conquer/clades/clade_003/shuffle_05/group_005_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,76.81833684210528,11,0.74623,0.77769
